community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,E5RFK5,E5RFK5,A0JLT2;B4DUB1;E5RFK5;O43513;O60244;O75448;O75586;P49336;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q86YW9;Q93074;Q96G25;Q96HR3;Q96RN5;Q96T58;Q9BTT4;Q9BUE0;Q9H204;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7,30,O60244;O75448;O75586;Q15528;Q15648;Q6P2C8;Q93074;Q96HR3;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9ULK4;Q9Y2X0,14,O60244;O75448;O75586;Q15528;Q15648;Q6P2C8;Q93074;Q96HR3;Q9H944;Q9NPJ6;Q9NVC6;Q9ULK4;Q9Y2X0,13,0.433333333,1,23,10,1771707,0.902460097,147823;180347;28058;32414;239829;118251;107061;133476;157405;196328;137788;112227;137277,5.26847957801697;6.4276498681303;1;1.15524983961793;8.54761565328961;4.21451992301661;3.81570318625704;4.75714591203935;5.60998645662556;6.99722004419417;4.91082757145912;3.99982179770475;4.89261529688502,5;6;1;1;9;4;4;5;6;7;5;4;5,160.607;110.305;28.425;22.221;168.478;35.432;243.081;20.277;23.222;29.745;72.89;156.474;96.793,42;46;59;61;42;57;38;62;61;58;50;42;47,0.999992195,0.000661376,0.001170711,39,1,3,1;1;1;0.67;0.95;0.95;1;0.86;0.47;0.74;0.99;0.98;0.74,0.873076923
bioplex,E5RFK5,E5RFK5,A0JLT2;B4DUB1;E5RFK5;O43513;O60244;O75448;O75586;P49336;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q86YW9;Q93074;Q96G25;Q96HR3;Q96RN5;Q96T58;Q9BTT4;Q9BUE0;Q9H204;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7,30,O60244;O75448;O75586;Q15528;Q15648;Q6P2C8;Q93074;Q96HR3;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9ULK4;Q9Y2X0,14,Q15528;Q96HR3,2,0.066666667,44,56,50,46395,0.956447468,16262;22253,1;1.36840487024966,1;1,22.221;20.277,61;62,NA,NA,NA,40,0,3,0.33;0.14,0.235
bioplex,E5RFK5,E5RFK5,A0JLT2;B4DUB1;E5RFK5;O43513;O60244;O75448;O75586;P49336;Q13503;Q15528;Q15648;Q6P2C8;Q71F56;Q86YW9;Q93074;Q96G25;Q96HR3;Q96RN5;Q96T58;Q9BTT4;Q9BUE0;Q9H204;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9UHV7;Q9ULK4;Q9Y2X0;Q9Y3C7,30,O60244;O75448;O75586;Q15528;Q15648;Q6P2C8;Q93074;Q96HR3;Q9H944;Q9NPJ6;Q9NVC6;Q9NX70;Q9ULK4;Q9Y2X0,14,Q15648;Q9NPJ6,2,0.066666667,21,31,24,63780,0.956034827,20308;40461,1;1.99236753988576,1;2,168.478;29.745,42;58,NA,NA,NA,41,0,3,0.08;0.15,0.115
bioplex,E9PD40,E9PD40,E9PD40;P48553;P62258;P63104;Q5SRE5;Q86TI2;Q8IWV7,7,P62258;P63104;Q5SRE5;Q86TI2,4,P62258;P63104;Q5SRE5,3,0.428571429,1,15,9,1128410,0.952815996,475299;416041;237070,2.0048888513941;1.75492892394651;1,2;2;1,29.174;27.745;196.043,58;59;40,0.970589451,0.007936508,0.009593581,43,1,2,0.02;0.02;0.59,0.21
bioplex,E9PD40,E9PD40,E9PD40;P48553;P62258;P63104;Q5SRE5;Q86TI2;Q8IWV7,7,P62258;P63104;Q5SRE5;Q86TI2,4,P62258;P63104,2,0.285714286,45,75,50,37620724,0.974359274,19027497;18593227,1.02335635444025;1,1;1,29.174;27.745,58;59,NA,NA,NA,42,0,2,0.85;0.88,0.865
bioplex,E9PFU9,E9PFU9,E9PFU9;O75832;P0CG47;P15104;P17980;P62195;P62333;Q02539;Q15008;Q92878;Q9BRP4,11,O75832;P15104;P17980;P62195;P62333;Q15008;Q92878;Q9BRP4,8,P17980;P62195;P62333;Q15008,4,0.363636364,13,23,18,4960834,0.938488175,1720926;1218743;1236371;784794,2.19283786573292;1.55294637828526;1.57540832371297;1,2;2;2;1,49.204;45.626;44.173;45.531,53;54;55;54,0.979866694,0.003306878,0.004612856,44,1,1,0.32;0.35;0.35;0.33,0.3375
bioplex,F5H1R9,F5H1R9,B7Z7R3;F5H1R9;P28676;P46940;Q13418;Q15404;Q96EN8;Q9H0S4;Q9H270;Q9HBI1,10,P28676;P46940;Q13418;Q15404;Q9H270,5,Q13418;Q15404,2,0.2,36,48,42,882095,0.98342824,369007;512406,1;1.388607804188,1;1,51.419;31.54,53;58,0.860367345,0.058201058,0.044283414,45,1,1,0.99;0.4,0.695
bioplex,O00151,O00151,O00151;O43707;P12814;P35609;Q08043;Q9BQG2;Q9HD47,7,O00151;O43707;P12814;Q9BQG2;Q9HD47,5,O43707;P12814,2,0.285714286,26,36,31,6623903,0.972651885,4960496;1663407,2.9821300499517;1,3;1,104.854;103.058,46;46,0.846729395,0.063492063,0.047053791,46,1,1,0.95;0.97,0.96
bioplex,O00161,O00161,O00161;O15400;O43752;O76038;Q86Y82;Q8N4C7,6,O00161;O15400;O43752;Q86Y82,4,O00161;O15400;O43752;Q86Y82,4,0.666666667,1,15,11,2118991,0.970663099,187023;1154342;154644;622771,1.20937766741678;7.46451204055767;1;4.02712682030987,1;7;1;4,23.354;29.816;29.176;31.642,61;58;58;58,0.999758491,0.000661376,0.001170711,47,1,1,0.34;0.42;0.63;0.51,0.475
bioplex,O00165,O00165,B7Z613;O00165;O00429;O14531;O15075;O15126;O43602;O43854;O60641;P05090;P08247;P09471;P10636;P10909;P11137;P13591;P17600;P20339;P20340;P20648;P21579;P22676;P32004;P37235;P37840;P42262;P42658;P43304;P49418;P49841;P50148;P51674;P55290;P59768;P61019;P61106;P61266;P61601;P61764;P62760;P84074;Q01484;Q05193;Q12860;Q13554;Q14194;Q14195;Q14847;Q16555;Q16623;Q8NCB2;Q92777;Q99880;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1;Q9P121;Q9ULP0;Q9UQM7,60,O00165;O00429;O14531;O15075;O15126;P10636;P10909;P13591;P20339;P20340;P37840;P43304;P49841;P50148;P61019;P61106;P61764;Q01484;Q05193;Q14194;Q14195;Q14847;Q16555;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1,27,O00165;O15126;P13591;P20339;P20340;P43304;P61019;P61106;Q9NRW1,9,0.15,15,33,18,5367862,0.948028533,324847;631028;252484;563264;718362;730424;1258719;783438;105296,3.08508395380641;5.99289621638049;2.3978498708403;5.34933900623006;6.82231043914299;6.93686369852606;11.954100820544;7.44033961404042;1,3;6;2;5;7;7;12;7;1,31.621;37.92;94.574;23.659;23.593;80.853;23.546;23.897;23.462,58;56;47;60;61;49;61;60;61,0.988963089,0.001984127,0.003111564,48,1,5,0.42;0.39;0.38;0.42;0.42;0.43;0.45;0.44;0.48,0.425555556
bioplex,O00165,O00165,B7Z613;O00165;O00429;O14531;O15075;O15126;O43602;O43854;O60641;P05090;P08247;P09471;P10636;P10909;P11137;P13591;P17600;P20339;P20340;P20648;P21579;P22676;P32004;P37235;P37840;P42262;P42658;P43304;P49418;P49841;P50148;P51674;P55290;P59768;P61019;P61106;P61266;P61601;P61764;P62760;P84074;Q01484;Q05193;Q12860;Q13554;Q14194;Q14195;Q14847;Q16555;Q16623;Q8NCB2;Q92777;Q99880;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1;Q9P121;Q9ULP0;Q9UQM7,60,O00165;O00429;O14531;O15075;O15126;P10636;P10909;P13591;P20339;P20340;P37840;P43304;P49841;P50148;P61019;P61106;P61764;Q01484;Q05193;Q14194;Q14195;Q14847;Q16555;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1,27,P20339;P20340;P43304;P61019;P61106;P61764;Q9NRW1,7,0.116666667,1,15,11,3497327,0.94583172,464673;669632;595928;997631;629258;26691;110095,17.4093514667866;25.0883069199356;22.326926679405;37.377055936458;23.575662208235;1;4.1247986212581,17;25;22;37;24;1;4,23.659;23.593;80.853;23.546;23.897;67.569;23.462,60;61;49;61;60;50;61,NA,NA,NA,51,0,5,0.35;0.39;0.35;0.35;0.35;0.07;0.51,0.338571429
bioplex,O00165,O00165,B7Z613;O00165;O00429;O14531;O15075;O15126;O43602;O43854;O60641;P05090;P08247;P09471;P10636;P10909;P11137;P13591;P17600;P20339;P20340;P20648;P21579;P22676;P32004;P37235;P37840;P42262;P42658;P43304;P49418;P49841;P50148;P51674;P55290;P59768;P61019;P61106;P61266;P61601;P61764;P62760;P84074;Q01484;Q05193;Q12860;Q13554;Q14194;Q14195;Q14847;Q16555;Q16623;Q8NCB2;Q92777;Q99880;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1;Q9P121;Q9ULP0;Q9UQM7,60,O00165;O00429;O14531;O15075;O15126;P10636;P10909;P13591;P20339;P20340;P37840;P43304;P49841;P50148;P61019;P61106;P61764;Q01484;Q05193;Q14194;Q14195;Q14847;Q16555;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1,27,O00165;P13591,2,0.033333333,1,15,9,795340,0.966430303,412721;382619,1.07867356299609;1,1;1,31.621;94.574,58;47,NA,NA,NA,49,0,5,0.53;0.58,0.555
bioplex,O00165,O00165,B7Z613;O00165;O00429;O14531;O15075;O15126;O43602;O43854;O60641;P05090;P08247;P09471;P10636;P10909;P11137;P13591;P17600;P20339;P20340;P20648;P21579;P22676;P32004;P37235;P37840;P42262;P42658;P43304;P49418;P49841;P50148;P51674;P55290;P59768;P61019;P61106;P61266;P61601;P61764;P62760;P84074;Q01484;Q05193;Q12860;Q13554;Q14194;Q14195;Q14847;Q16555;Q16623;Q8NCB2;Q92777;Q99880;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1;Q9P121;Q9ULP0;Q9UQM7,60,O00165;O00429;O14531;O15075;O15126;P10636;P10909;P13591;P20339;P20340;P37840;P43304;P49841;P50148;P61019;P61106;P61764;Q01484;Q05193;Q14194;Q14195;Q14847;Q16555;Q9BPU6;Q9H115;Q9H4G0;Q9NRW1,27,O00429;Q9H115,2,0.033333333,2,12,7,21247,0.797475275,8060;0,1;0,1;0,81.877;33.557,49;57,NA,NA,NA,50,0,5,0;0,0
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,O00592;O15118;O15439;P04920;P05556;P08648;P11117;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q7Z3C6;Q8IWT6;Q8IZA0;Q8TCT8;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7,37,0.381443299,1,17,9,12312031,0.770501184,1092864;381140;219607;172903;1839783;283375;100084;263174;142729;362820;182948;41184;203094;24075;166788;1172879;180899;466501;90345;623062;811077;439000;127797;34207;123459;267295;156472;238234;135045;389745;100091;449438;174303;111005;238086;166985;311480,45.3941433021807;15.8313603322949;9.12178608515057;7.18184839044652;76.4188161993769;11.7705088265836;4.15717549325026;10.9314226375909;5.92851505711319;15.0704049844237;7.59908618899273;1.71065420560748;8.43588785046729;1;6.92785046728972;48.7177154724818;7.51397715472482;19.3769885773624;3.75264797507788;25.880041536864;33.6895950155763;18.2346832814123;5.30828660436137;1.42085150571132;5.12809968847352;11.1025960539979;6.49935617860852;9.89549325025961;5.60934579439252;16.188785046729;4.15746625129803;18.6682450674974;7.24;4.61079958463136;9.88934579439252;6.93603322949117;12.9379023883697,45;16;9;7;76;12;4;11;6;15;8;2;8;1;7;49;8;19;4;26;34;18;5;1;5;11;6;10;6;16;4;19;7;5;10;7;13,58.635;142.167;149.527;137.009;88.415;114.536;48.344;129.295;90.6;126.606;162.003;116.612;71.607;81.662;88.679;131.447;130.848;35.214;145.941;65.102;54.29;97.441;162.102;202.524;106.165;94.447;94.199;115.658;58.143;96.413;96.11;98.556;117.349;120.65;98.082;55.3;136.044,52;43;43;44;48;45;54;44;48;44;42;45;50;49;48;44;44;57;43;51;53;47;42;40;46;47;47;45;52;47;47;47;45;45;47;52;44,0.999059978,0.000661376,0.001170711,53,1,9,0.85;0.71;0.48;0.79;0.51;0.63;0.34;0.72;0.69;0.75;0.74;1;0.71;0.71;0.82;0.68;0.81;0.47;1;0.66;0.51;0.76;0.57;1;0.79;0.66;0.69;0.82;0.46;0.87;0.6;0.72;0.51;0.93;0.87;0.76;0.74,0.711621622
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,P23470;Q08722;Q14108;Q9BXP2;Q9P2B2;Q9UNN8,6,0.06185567,15,34,19,2113646,0.950714468,87853;451502;658091;89789;214174;605905,1;5.13928949495179;7.49081989232013;1.02203681149192;2.43786780189635;6.89680488998668,1;5;7;1;2;7,162.003;35.214;54.29;96.11;98.556;26.671,42;57;53;47;47;59,NA,NA,NA,58,0,9,0.36;0.45;0.42;0.54;0.34;0.42,0.421666667
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,P11117;Q08722;Q8TCT8;Q9BXP2;Q9UIQ6,5,0.051546392,1,15,11,827779,0.936598882,83173;390241;117210;83757;148300,1;4.69191925264208;1.40923136113883;1.00702150938405;1.7830305507797,1;5;1;1;2,48.344;35.214;58.143;96.11;117.349,54;57;52;47;45,NA,NA,NA,57,0,9,0.28;0.39;0.4;0.5;0.43,0.4
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,P23470;Q8IWT6;Q93050,3,0.030927835,1,15,6,669382,0.910373061,164990;144675;359717,1.14041817867634;1;2.48637981683083,1;1;2,162.003;94.199;96.413,42;47;47,NA,NA,NA,59,0,9,0.67;0.64;0.8,0.703333333
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,P08648;Q86VP1;Q8TCT8,3,0.030927835,20,31,24,168736,0.707663378,84073;33437;45385,2.51437030834106;1;1.35732870771899,3;1;1,114.536;90.877;58.143,45;48;52,NA,NA,NA,56,0,9,0.19;0.95;0.16,0.433333333
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,O00592;P23470;Q9Y6M7,3,0.030927835,29,41,32,69711,0.523812972,32306;4978;22286,6.48975492165528;1;4.47689835275211,6;1;4,58.635;162.003;136.044,52;42;44,NA,NA,NA,54,0,9,0.03;0.02;0.05,0.033333333
bioplex,O00214,O00214,A1A5C7;O00214;O00560;O00592;O15118;O15431;O15439;O43306;O43567;O60279;O60503;O94886;P02751;P04920;P05556;P08648;P08962;P0C0L4;P11117;P11362;P13612;P17301;P18433;P19256;P23229;P23470;P23634;P26006;P35916;P43005;P43121;P50443;P51790;P51795;P51798;P55011;P55082;P56199;Q01814;Q08722;Q12913;Q13137;Q13683;Q13740;Q14108;Q14118;Q15223;Q15262;Q16363;Q16720;Q4KMQ2;Q5KU26;Q5T3F8;Q5VZM2;Q5ZPR3;Q68D85;Q6NSJ5;Q6PCB8;Q6UVK1;Q6UXD5;Q7L0J3;Q7Z2H8;Q7Z3C6;Q7Z5N4;Q86VP1;Q86VS0;Q86WC4;Q8IWT6;Q8IZA0;Q8NBW4;Q8TCT8;Q8TD43;Q8TDW0;Q8WWB7;Q92673;Q93050;Q96HA4;Q96Q45;Q9BS91;Q9BXP2;Q9H7F0;Q9HB90;Q9HCM3;Q9NQS3;Q9NRA2;Q9P2B2;Q9UBG0;Q9UHW9;Q9UIQ6;Q9ULI3;Q9UNN8;Q9UP95;Q9Y487;Q9Y666;Q9Y6M5;Q9Y6M7;Q9Y6X5,97,O00560;O00592;O15118;O15439;P04920;P05556;P08648;P11117;P13612;P17301;P18433;P23229;P23470;P26006;P43121;P50443;P51798;P55011;P56199;Q08722;Q12913;Q13137;Q13740;Q14108;Q14118;Q15262;Q16363;Q4KMQ2;Q5KU26;Q6UVK1;Q7L0J3;Q7Z3C6;Q86VP1;Q8IWT6;Q8IZA0;Q8TCT8;Q8TDW0;Q93050;Q9BXP2;Q9P2B2;Q9UIQ6;Q9UNN8;Q9UP95;Q9Y487;Q9Y6M5;Q9Y6M7;Q9Y6X5,47,O15118;P18433,2,0.020618557,15,30,18,286509,0.943414249,204276;80570,2.53538537917339;1,3;1,142.167;90.6,43;48,NA,NA,NA,55,0,9,0.38;0.39,0.385
