community_resource,complex_id,complex_name,subunits_annotated,n_subunits_annotated,subunits_with_MS_signal,n_subunits_with_MS_signal,subunits_coeluting,n_subunits_coeluting,completeness,left_feature_boundary,right_feature_boundary,feature_apex,feature_area,peak_corr,feature_area_subunits,intensity_ratio,stoichiometry_estimated,monomer_mw,monomer_sec,coelution_score,pvalue,qvalue,feature_id,best_feature,feature_count,relInt_sub,relInt_mean
bioplex,Q9BYD3,Q9BYD3,A7E2V4;O43464;O43824;O75127;O75394;O94925;O95071;O95900;P07196;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTC6;Q5JTZ9;Q5T653;Q6P087;Q6P1L8;Q6VN20;Q6ZRV2;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IVV7;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q93075;Q96A35;Q96CM3;Q96DH6;Q96DV4;Q96E29;Q96E35;Q96EH3;Q96EL3;Q96G75;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BQ70;Q9BQC6;Q9BRJ2;Q9BVQ7;Q9BW66;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H4B6;Q9H7D7;Q9H871;Q9H9J2;Q9HC36;Q9HD33;Q9NP92;Q9NPE2;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9NZE8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7;Q9Y6G3,94,A7E2V4;O43464;O75127;O94925;O95071;P09001;P09651;P10809;P49406;P49674;P54098;P62699;Q13084;Q13405;Q14197;Q16540;Q4U2R6;Q5JTZ9;Q5T653;Q6P1L8;Q6VN20;Q7L5Y9;Q7Z2W9;Q7Z7F7;Q7Z7H8;Q86TS9;Q8IUR7;Q8IVS2;Q8IXM3;Q8N5N7;Q8N983;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DH6;Q96DV4;Q96E29;Q96EH3;Q96EL3;Q96GC5;Q96GW9;Q96S59;Q9BQ48;Q9BRJ2;Q9BVQ7;Q9BYC8;Q9BYC9;Q9BYD1;Q9BYD2;Q9BYD3;Q9BYD6;Q9BZE1;Q9H0U6;Q9H2W6;Q9H7D7;Q9H871;Q9H9J2;Q9HD33;Q9NP92;Q9NQ50;Q9NRX2;Q9NUL7;Q9NVS2;Q9NWU2;Q9NWU5;Q9NX20;Q9NYK5;Q9NYY8;Q9P015;Q9P0M9;Q9UL63;Q9Y2Z4;Q9Y3B7,74,P09651;Q96DH6,2,0.021276596,1,14,6,302985,0.659309139,141710;161275,1;1.13806365111848,1;1,38.747;35.197,56;57,NA,NA,NA,1873,0,10,0.15;0.6,0.375
bioplex,Q9BYD6,Q9BYD6,P09651;P26373;P62241;Q13084;Q8IXZ2;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,10,P09651;P26373;P62241;Q13084;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,9,Q13084;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,6,0.6,12,33,17,3559724,0.985611756,494388;909498;413091;670123;314488;740036,1.57204090458141;2.89199587901605;1.31353501564448;2.13083806059373;1;2.35314543003231,2;3;1;2;1;2,30.157;34.919;36.909;29.45;50.365;38.712,58;57;56;58;53;56,0.999999926,0.000661376,0.001170711,1878,1,3,0.68;0.7;0.67;0.68;0.69;0.6,0.67
bioplex,Q9BYD6,Q9BYD6,P09651;P26373;P62241;Q13084;Q8IXZ2;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,10,P09651;P26373;P62241;Q13084;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,9,Q9BYD3;Q9BYD6;Q9NP92;Q9NYK5,4,0.4,1,13,10,1327801,0.93885417,495776;232877;182252;416896,2.72027741808046;1.27777472949542;1;2.28747009635011,3;1;1;2,34.919;36.909;50.365;38.712,57;56;53;56,NA,NA,NA,1879,0,3,0.38;0.38;0.4;0.34,0.375
bioplex,Q9BYD6,Q9BYD6,P09651;P26373;P62241;Q13084;Q8IXZ2;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,10,P09651;P26373;P62241;Q13084;Q9BYD3;Q9BYD6;Q9HD33;Q9NP92;Q9NYK5,9,P26373;P62241,2,0.2,1,33,5,14513591,0.919464991,6221175;8292416,1;1.33293405184712,1;1,24.261;24.205,60;60,NA,NA,NA,1877,0,3,0.96;0.88,0.92
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,O15226;O43159;O76021;P06748;P35251;P40429;P46087;P50914;P61513;P62241;Q13823;Q14692;Q15050;Q15397;Q6DKI1;Q7Z2W4;Q8IY81;Q8TDD1;Q8TDN6;Q92900;Q96GC5;Q96GQ7;Q99575;Q9BQG0;Q9BYG3;Q9BZE4;Q9H814;Q9H8H2;Q9NQ55;Q9NUL3;Q9NW13;Q9NWT1,32,0.347826087,1,23,5,22842823,0.742401279,212131;33505;842031;2965312;180372;448203;378153;3410637;722923;8051317;256827;118086;98514;113683;257421;535166;165635;365989;206691;356115;696671;215110;140250;960255;51684;419608;89427;75730;117869;77054;134759;27451,7.72762376598302;1.22053841390113;30.6739645185968;108.022002841427;6.57068959236458;16.3273833375833;13.7755637317402;124.244544825325;26.335033332119;293.297766930166;9.35583403154712;4.30170121307056;3.58872172234163;4.14130632763834;9.37747258751958;19.495318931915;6.0338421186842;13.3324469053951;7.52945247896252;12.9727514480347;25.3787111580635;7.836144402754;5.1091034934975;34.9806928709337;1.88277294087647;15.2857090816364;3.25769553021748;2.75873374376161;4.29379621871699;2.80696513788204;4.90907435066118;1,8;1;31;108;7;16;14;124;26;293;9;4;4;4;9;19;6;13;8;13;25;8;5;35;2;15;3;3;4;3;5;1,77.673;50.715;54.973;32.575;128.255;23.577;89.302;23.432;10.275;24.205;83.655;145.807;41.193;73.584;28.661;101.431;96.558;98.595;41.401;124.345;23.935;89.835;114.709;148.855;34.222;73.964;44.403;94.087;53.194;62.641;85.738;43.964,49;53;52;57;44;61;48;61;68;60;48;43;55;50;59;47;47;47;55;45;60;48;45;43;57;50;54;47;53;51;48;55,0.951724679,0.014550265,0.016005291,1882,1,8,0.98;0.84;0.99;0.32;1;1;0.78;0.95;0.99;0.86;1;1;1;1;0.99;0.99;1;0.66;1;0.23;0.96;1;0.51;0.91;1;1;0.12;1;1;1;1;1,0.8775
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,O76021;P61247;P62241;Q13601;Q14692;Q6DKI1;Q6ZN17;Q99575;Q9BZE4;Q9GZL7;Q9H6S0,11,0.119565217,10,34,13,9895126,0.784340919,360677;4873295;3399306;157431;56117;85516;102657;165300;150641;104474;360790,6.427232389472;86.8416879020618;60.5753336778516;2.80540656129159;1;1.5238875919953;1.82933870306681;2.94563144858064;2.68440935901777;1.86171748311563;6.42924603952456,6;87;61;3;1;2;2;3;3;2;6,54.973;29.945;24.205;43.665;145.807;28.661;27.084;114.709;73.964;47.708;160.248,52;58;60;55;43;59;59;45;50;54;42,NA,NA,NA,1883,0,8,0.42;0.59;0.36;0.67;0.48;0.33;0.53;0.6;0.36;0.13;0.62,0.462727273
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,Q6PKG0;Q8TAE8;Q96EY7;Q9BYN8,4,0.043478261,13,31,19,2520085,0.824061722,552468;211318;961048;786691,2.61439158046167;1;4.54787571337984;3.72278272556053,3;1;5;4,123.51;25.384;78.55;24.212,45;60;49;60,NA,NA,NA,1887,0,8,0.33;0.77;0.78;0.73,0.6525
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,Q15050;Q96GC5;Q9HD33,3,0.032608696,12,32,17,1255535,0.91065755,49469;523842;670123,1;10.5892983484607;13.5463219389921,1;11;14,41.193;23.935;29.45,55;60;58,NA,NA,NA,1886,0,8,0.5;0.72;0.68,0.633333333
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,O00541;Q9GZL7,2,0.02173913,1,19,6,559068,0.911755282,185511;371435,1;2.00222628307755,1;2,68.003;47.708,50;54,NA,NA,NA,1880,0,8,0.38;0.47,0.425
bioplex,Q9BYG3,Q9BYG3,O00541;O15226;O43159;O76021;O76094;O95625;P06748;P17097;P35251;P40429;P46087;P50914;P61247;P61513;P62241;P79522;Q02539;Q03188;Q13523;Q13601;Q13823;Q14692;Q15050;Q15361;Q15397;Q15573;Q4G0J3;Q53F19;Q53T94;Q5QJE6;Q659C4;Q68D10;Q6DKI1;Q6IQ21;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q7Z6E9;Q86U38;Q8IUE6;Q8IY37;Q8IY81;Q8IYB3;Q8N567;Q8NDF8;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q8WY36;Q92900;Q96CS4;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q96H22;Q96MX3;Q99575;Q9BQG0;Q9BRD0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H000;Q9H6S0;Q9H7B2;Q9H7N4;Q9H814;Q9H8H2;Q9H9Y2;Q9HD33;Q9NQ55;Q9NS56;Q9NUD5;Q9NUL3;Q9NV31;Q9NVX2;Q9NW13;Q9NWB6;Q9NWT1;Q9UC06;Q9UGY1;Q9UHB9;Q9UNX3;Q9Y2T7;Q9Y4C8;Q9Y5J1,92,O00541;O15226;O43159;O76021;O76094;P06748;P35251;P40429;P46087;P50914;P61247;P61513;P62241;Q13523;Q13601;Q13823;Q14692;Q15050;Q15397;Q4G0J3;Q6DKI1;Q6PKG0;Q6ZN17;Q6ZN55;Q7Z2W4;Q86U38;Q8IY81;Q8IYB3;Q8TAE8;Q8TDD1;Q8TDN6;Q8WXA9;Q92900;Q96EY7;Q96GC5;Q96GM8;Q96GQ7;Q99575;Q9BQG0;Q9BVI4;Q9BYG3;Q9BYN8;Q9BZE4;Q9GZL7;Q9GZR7;Q9H6S0;Q9H7B2;Q9H814;Q9H8H2;Q9HD33;Q9NQ55;Q9NUD5;Q9NUL3;Q9NVX2;Q9NW13;Q9NWT1;Q9UHB9;Q9Y4C8,58,O00541;Q9Y4C8,2,0.02173913,9,18,12,120579,0.829292895,84741;34056,2.48828400281889;1,2;1,68.003;107.332,50;46,NA,NA,NA,1881,0,8,0.17;0.85,0.51
bioplex,Q9BYG5,Q9BYG5,O43149;P41743;Q05513;Q15334;Q15678;Q16825;Q5T2N8;Q5T447;Q6P1M3;Q86V97;Q8IX03;Q8N8L6;Q8NHQ8;Q8TEW0;Q8WVZ9;Q9BYG5;Q9H4E5,17,O43149;P41743;Q15334;Q5T447;Q6P1M3;Q8TEW0;Q9BYG5,7,P41743;Q15334;Q9BYG5,3,0.176470588,28,43,38,953213,0.978435676,183268;442746;325004,1;2.41583909902438;1.77338105943209,1;2;2,68.262;115.418;41.182,50;45;55,0.95432577,0.013227513,0.014825597,1888,1,1,0.78;0.51;0.93,0.74
bioplex,Q9BYN8,Q9BYN8,P62241;P82675;Q02878;Q13595;Q6PF06;Q8IXZ2;Q92665;Q96C28;Q9BYG3;Q9BYN8;Q9UGY1,11,P62241;P82675;Q02878;Q92665;Q9BYG3;Q9BYN8,6,P82675;Q92665;Q9BYN8,3,0.272727273,1,33,19,2942403,0.971268311,613355;1241867;1075187,1;2.02471162703491;1.75296035737868,1;2;2,48.006;45.318;24.212,54;54;60,0.968134254,0.007936508,0.009593581,1890,1,2,1;0.96;1,0.986666667
bioplex,Q9BYN8,Q9BYN8,P62241;P82675;Q02878;Q13595;Q6PF06;Q8IXZ2;Q92665;Q96C28;Q9BYG3;Q9BYN8;Q9UGY1,11,P62241;P82675;Q02878;Q92665;Q9BYG3;Q9BYN8,6,P62241;Q02878,2,0.181818182,1,37,5,17532534,0.916247371,8343104;9189430,1;1.10144018341375,1;1,24.205;32.728,60;57,NA,NA,NA,1889,0,2,0.89;0.97,0.93
bioplex,Q9BZD4,Q9BZD4,O95229;P36873;Q8NBT2;Q96IY1;Q9BZD4;Q9H410;Q9HBM1,7,O95229;P36873;Q8NBT2;Q9BZD4;Q9H410;Q9HBM1,6,O95229;Q8NBT2;Q9H410;Q9HBM1,4,0.571428571,1,14,9,436283,0.89558369,122892;122204;66853;122156,1.83824211329335;1.82795087729795;1;1.82723288408897,2;2;1;2,31.293;22.478;40.067;26.153,58;61;55;60,0.982146765,0.003306878,0.004612856,1891,1,2,0.52;0.13;0.51;0.16,0.33
bioplex,Q9BZD4,Q9BZD4,O95229;P36873;Q8NBT2;Q96IY1;Q9BZD4;Q9H410;Q9HBM1,7,O95229;P36873;Q8NBT2;Q9BZD4;Q9H410;Q9HBM1,6,Q8NBT2;Q9BZD4;Q9HBM1,3,0.428571429,19,28,24,802694,0.991167681,301238;252531;248925,1.21015566937833;1.01448629105152;1,1;1;1,22.478;54.304;26.153,61;53;60,NA,NA,NA,1892,0,2,0.31;0.69;0.33,0.443333333
bioplex,Q9BZE1,Q9BZE1,P09001;P10809;P49753;Q13084;Q13405;Q14197;Q5T653;Q6P1L8;Q7Z7F7;Q8IYS1;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q96EH3;Q9BRJ2;Q9BTZ2;Q9BYD1;Q9BYD2;Q9BYD3;Q9BZE1;Q9H2W6;Q9HD33;Q9NP92;Q9NQ50;Q9NX20;Q9NYK5;Q9P015;Q9P0J1;Q9P0M9;Q9Y3B7;Q9Y6G3,33,P09001;P10809;Q13084;Q13405;Q14197;Q5T653;Q6P1L8;Q7Z7F7;Q8IYS1;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q96EH3;Q9BRJ2;Q9BTZ2;Q9BYD1;Q9BYD2;Q9BYD3;Q9BZE1;Q9H2W6;Q9HD33;Q9NP92;Q9NQ50;Q9NX20;Q9NYK5;Q9P015;Q9P0J1;Q9P0M9;Q9Y3B7,31,P09001;P10809;Q13084;Q13405;Q14197;Q5T653;Q6P1L8;Q7Z7F7;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q9BRJ2;Q9BYD1;Q9BYD2;Q9BYD3;Q9BZE1;Q9H2W6;Q9HD33;Q9NP92;Q9NQ50;Q9NX20;Q9NYK5;Q9P015;Q9P0M9;Q9Y3B7,26,0.787878788,12,33,17,28386043,0.895162655,321839;14096617;494388;765649;940710;516873;192599;557099;217538;125915;481546;823711;561272;901862;634684;909498;866220;601983;670123;314488;573703;366728;740036;655339;515987;436272,2.55600206488504;111.953436842314;3.92636302267403;6.08068141206369;7.47099233609975;4.10493586943573;1.52959536195052;4.42440535281738;1.72765754675773;1;3.8243735853552;6.54180200929198;4.45754675773339;7.16246674343803;5.0405749910654;7.22311082873367;6.87940277171108;4.78086804590398;5.32202676408688;2.49762141126951;4.55627208831354;2.91250446729937;5.87726640987968;5.20461422388119;4.09789937656355;3.46481356470635,3;112;4;6;7;4;2;4;2;1;4;7;4;7;5;7;7;5;5;2;5;3;6;5;4;3,38.633;61.055;30.157;19.198;23.63;33.301;15.948;15.128;25.384;18.546;24.915;44.597;35.351;20.692;30.243;34.919;48.117;31.705;29.45;50.365;24.49;28.449;38.712;33.42;16.073;20.683,56;51;58;62;61;57;64;65;60;63;60;54;57;62;58;57;54;58;58;53;60;59;56;57;64;62,1,0.000661376,0.001170711,1893,1,3,0.68;0.24;0.68;0.65;0.72;0.7;0.39;0.73;0.79;0.7;0.67;0.7;0.6;0.72;0.68;0.7;0.67;0.63;0.68;0.69;0.68;0.64;0.6;0.66;0.76;0.62,0.653076923
bioplex,Q9BZE1,Q9BZE1,P09001;P10809;P49753;Q13084;Q13405;Q14197;Q5T653;Q6P1L8;Q7Z7F7;Q8IYS1;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q96EH3;Q9BRJ2;Q9BTZ2;Q9BYD1;Q9BYD2;Q9BYD3;Q9BZE1;Q9H2W6;Q9HD33;Q9NP92;Q9NQ50;Q9NX20;Q9NYK5;Q9P015;Q9P0J1;Q9P0M9;Q9Y3B7;Q9Y6G3,33,P09001;P10809;Q13084;Q13405;Q14197;Q5T653;Q6P1L8;Q7Z7F7;Q8IYS1;Q8NCN5;Q8TAE8;Q8TCC3;Q96A35;Q96DV4;Q96EH3;Q9BRJ2;Q9BTZ2;Q9BYD1;Q9BYD2;Q9BYD3;Q9BZE1;Q9H2W6;Q9HD33;Q9NP92;Q9NQ50;Q9NX20;Q9NYK5;Q9P015;Q9P0J1;Q9P0M9;Q9Y3B7,31,P09001;Q5T653;Q6P1L8;Q9BYD3;Q9NX20;Q9NYK5,6,0.181818182,1,13,10,1754912,0.915034387,193626;280688;122058;495776;245868;416896,1.58634419702109;2.2996280456832;1;4.06180668206918;2.01435383178489;3.41555653869472,2;2;1;4;2;3,38.633;33.301;15.948;34.919;28.449;38.712,56;57;64;57;59;56,NA,NA,NA,1894,0,3,0.41;0.38;0.25;0.38;0.43;0.34,0.365
