Complex_ID,Complex_Name,Subunits_UniProt_IDs,Database
Complex_6633,,"Q8N6T3, Q96KG9",Heusel_StringDB_2019
Complex_6634,,"Q15392, Q9UBM7, P35610",Heusel_StringDB_2019
Complex_6635,,"Q5SRE5, Q9BW27, Q15021, Q9BVL2, Q07021, P57740, Q9UHI6, Q8WUM0, P52298, Q9P2I0, Q9UKF6, P46060, Q8N1F7, P63279, Q7Z3B4, Q13242, P52292, Q9UKX7, P37198, Q9NRG9, Q92621, P33240, P06730, Q8NFH3, Q9Y6D6, Q92973, P63165, Q9HAV4, P07900, O14980, Q8NFH5, Q14974, Q13547, P62826, O00410, Q8TEQ6, P49790",Heusel_StringDB_2019
Complex_6636,,"P63165, P52298, O14980, Q9BW27, Q8NFH3, Q8N1F7",Heusel_StringDB_2019
Complex_6637,,"P46459, Q9UJX2, Q9UIQ6, Q9BRP4, Q06323, Q04637, P62877, P06493, Q13618, Q13257, Q92997, Q13042, P55786, P11142, P11940, Q9UJX6, P61619, Q9UJX3, Q16186",Heusel_StringDB_2019
Complex_6638,,"Q9BRP4, P49721, Q9UL46, P61289, Q99436, Q9Y244",Heusel_StringDB_2019
Complex_6639,,"P40763, P31946, Q04917, P63104, Q9UHA4, P06493, P98172, P30153, P61981, P62258",Heusel_StringDB_2019
Complex_6640,,"P25705, O75947, Q9Y6M9, P21912, P31930, P56134, P20674, P10606, P30049, O75964, P24539, P36542, P48047, P56385, Q9UI12, P22695, P18859, P06576",Heusel_StringDB_2019
Complex_6641,,"P28331, Q9Y6M9, Q9UI09",Heusel_StringDB_2019
Complex_6642,,"P20674, P21912",Heusel_StringDB_2019
Complex_6643,,"P60842, P37108, P82933, Q9NRX2, Q14240, O00303, Q5T653, P09001, P46778, P24534, Q15287, P49406, Q9NWU5, Q02543, P82932, Q9Y3D3, P26373, Q96A35, P04637, O15371, P82912, Q99613, P52815, P62081, Q14152, P62847, Q9P015, Q9Y2R9, Q15050, Q9BYC8, P43307, Q16540, Q9BYD3, Q15629, O15372, Q13347, O75821, Q9Y3B7, P26641, P68104, P82675, Q9P0M9, Q9Y3D5, Q92900, P11940, O60783, P55884, P60228, Q9UBQ5, Q9BYD1, P82914, P82664, Q9NX20, P46777, Q9NVS2, Q9Y399, Q9BYD6, Q14684",Heusel_StringDB_2019
Complex_6644,,"Q9H9Y6, Q99613",Heusel_StringDB_2019
Complex_6645,,"Q9NW08, O15160",Heusel_StringDB_2019
Complex_6646,,"Q9NQ50, Q9NYK5, Q13405, Q9P015",Heusel_StringDB_2019
Complex_6647,,"P53597, Q96I99, Q92947, Q9P2R7","Humap2, Heusel_StringDB_2019"
Complex_6648,,"Q9NYK5, Q9P015",Heusel_StringDB_2019
Complex_6649,,"P62701, P61247, P60468",Heusel_StringDB_2019
Complex_6650,,"P84103, P57740, P12270, Q15287, Q8WUM0, O14980, Q99567, P52298, Q9BW27, Q8NFH3, P35658, Q13547, Q8N1F7, P63279, Q9BVL2, Q9NRG9, P37198",Heusel_StringDB_2019
Complex_6651,,"P19022, Q13363, P63165",Heusel_StringDB_2019
Complex_6652,,"Q8N4H5, Q3ZCQ8, O96008, O94826, P31689, P14625, Q9Y3D7, Q96B49, P38646, P21796, P08238, Q9NS69, O43615, Q9BVV7, P10809, O60830, P07900, Q15388, Q96DA6",Heusel_StringDB_2019
Complex_6653,,"Q8N0X7, P10809, P07900",Heusel_StringDB_2019
Complex_6654,,"Q09161, Q92600, P84103, A5YKK6, P11940, P52298, Q14739, Q9C0C2, P42677, P09651, Q9NZN8, Q9H9A5, Q9UIV1",Heusel_StringDB_2019
Complex_6655,,"Q92600, Q9Y3U8, Q07020, P52298, P18077, Q9H0W8, P50914",Heusel_StringDB_2019
Complex_6656,,"Q9H9A5, Q14739, Q9UIV1",Heusel_StringDB_2019
Complex_6657,,"P30153, Q9H0W8",Heusel_StringDB_2019
Complex_6658,,"Q9UIV1, P09651",Heusel_StringDB_2019
Complex_6659,,"P40763, Q13042, Q92905, P62195, Q92769, P25205, Q9UJX2, Q9UBD5, Q9UJX6, P06493, P06400, Q13547, Q99816, Q9UJX4, Q9UJX3, P42224, Q13416",Heusel_StringDB_2019
Complex_6660,,"P60953, Q92905, O00487, Q9UNM6, Q15008, P05556, P51665, O43242, O00232, P09874, O00231",Heusel_StringDB_2019
Complex_6661,,"Q13309, P24941, P33993, P25205, P33991, P06493, Q13616, P33992, Q14566, P49736",Heusel_StringDB_2019
Complex_6662,,"Q13042, Q99816, P78527, P30260, Q8NHZ8",Heusel_StringDB_2019
Complex_6663,,"Q08945, P62979, P14635, Q12824, Q13315",Heusel_StringDB_2019
Complex_6664,,"P28070, Q99436, P51665, P06748, O00232",Heusel_StringDB_2019
Complex_6665,,"Q9H1A4, Q96L91, P49736",Heusel_StringDB_2019
Complex_6666,,"Q92769, O75832",Heusel_StringDB_2019
Complex_6667,,"Q9UNM6, Q9Y294",Heusel_StringDB_2019
Complex_6668,,"O43913, O00762",Heusel_StringDB_2019
Complex_6669,,"P24941, P61586",Heusel_StringDB_2019
Complex_6670,,"O14757, P33991",Heusel_StringDB_2019
Complex_6671,,"P60842, P82933, Q14240, O00303, Q15287, O15371, Q99613, P82912, Q14152, P62847, Q9Y2R9, O15372, Q13347, O75821, P68104, P82675, Q9Y3D5, P11940, O60783, P55884, P60228, Q9UBQ5, P82914, P82664, Q9NVS2, Q9Y399",Heusel_StringDB_2019
Complex_6672,,"Q6DKI1, P82933, P46781, P83731, P46782, Q7Z2Z2, P62899, Q15369, Q15029, P39019, P62750, Q9BZE4, P82932, P42766, P62266, P62753, P63220, Q5JTH9, P62273, P47914, O15371, P62263, O95793, P62861, P62081, P46776, P35268, P62857, P08865, P62269, P62249, Q9Y2R9, P62829, P23396, P62847, P62280, Q9GZL7, P62851, P62701, O15372, P18621, P62979, P84098, P82675, P46783, P60866, P61247, P62277, O60783, Q9UBQ5, Q02878, P67809, P62244, P05198, P25398, P62241, P15880, P27635",Heusel_StringDB_2019
Complex_6673,,"P30153, P35268, P63151",Heusel_StringDB_2019
Complex_6674,,"P61011, P51571, P04844, Q13724, O76094, P39656, P61803, P67812, P63220, P62081, P61009, P04843, Q9Y5M8, P43307, P53621, P42677, Q15629, P60468, Q9UHB9, P61619, P08240, P46977",Heusel_StringDB_2019
Complex_6675,,"P23396, Q9Y673, P53621, P47914, P62249",Heusel_StringDB_2019
Complex_6676,,"Q15046, P47897, P41252",Heusel_StringDB_2019
Complex_6677,,"P47897, P41252",Heusel_StringDB_2019
Complex_6678,,"Q13188, Q9BUF5, O60925",Heusel_StringDB_2019
Complex_6679,,"P14868, P56192, P47897, P54136, P41252, Q9P2J5, P07814",Heusel_StringDB_2019
Complex_6680,,"P56192, P47897, Q9NQX3",Heusel_StringDB_2019
Complex_6681,,"Q9BW92, Q5T160",Heusel_StringDB_2019
Complex_6682,,"Q5RKV6, Q9NPD3, Q01780",Heusel_StringDB_2019
Complex_6683,,"P46087, P42696, Q9NW13, Q13610, Q8TDN6",Heusel_StringDB_2019
Complex_6684,,"Q9Y3U8, P60842, P82933, Q9NRX2, Q14240, P39656, O00303, Q5T653, P09001, Q15287, P49406, P52298, P67812, Q9NWU5, P18077, Q96A35, Q9H0W8, O15371, P82912, P61009, P52815, Q99613, Q14152, P62847, Q9P015, Q9Y2R9, Q9BYC8, Q9BYD3, O15372, P50914, O75821, Q13347, Q9P0M9, P68104, P82675, Q9Y3B7, Q07020, P11940, O60783, P55884, P60228, Q9UBQ5, Q9BYD1, Q15005, Q9BYC9, P82914, P82664, Q9NX20, Q9Y399, Q9BYD6",Heusel_StringDB_2019
Complex_6685,,"P61011, P51571, P04844, P39656, P67812, P63220, P17987, P62081, P61009, P04843, Q9Y5M8, P50991, P43307, P42677, Q15629, P60468, P78371, Q9UHB9, P61619, P08240",Heusel_StringDB_2019
Complex_6686,,"P78371, P17987, P50991, P39023",Heusel_StringDB_2019
Complex_6687,,"P62273, P35268",Heusel_StringDB_2019
Complex_6688,,"Q9HD47, P46060, P18754, P62826, P43487",Heusel_StringDB_2019
Complex_6689,,"P52292, Q14974, O00410",Heusel_StringDB_2019
Complex_6690,,"P49792, P52292",Heusel_StringDB_2019
Complex_6691,,"P21796, P45880, P12236, P05141, P12235",Heusel_StringDB_2019
Complex_6692,,"P12236, P05141, P12235, Q9Y5M8",Heusel_StringDB_2019
Complex_6693,,"P46020, P15735",Heusel_StringDB_2019
Complex_6694,,"Q9GZL7, O60832, Q5JTH9, P17844, P22087, Q2NL82, Q9Y2X3, O00541",Heusel_StringDB_2019
Complex_6695,,"P62750, Q9GZL7, Q9GZR7, Q9NY93, O76021, Q13895, P84098, Q9H0A0",Heusel_StringDB_2019
Complex_6696,,"Q9Y4C8, Q14692, O00541",Heusel_StringDB_2019
Complex_6697,,"Q9NWT1, Q12788",Heusel_StringDB_2019
Complex_6698,,"Q7L5D6, O43681, P11441, P46379, P54652, O43765",Heusel_StringDB_2019
Complex_6699,,"P55036, P62191, O43242, Q15008",Heusel_StringDB_2019
Complex_6700,,"P51665, O43242",Heusel_StringDB_2019
Complex_6701,,"P20042, Q09161, P61247, Q9GZL7, P11940, P52298, Q9UHB9, Q5JTH9, P42677, P22087, Q9Y3B7, O00541",Heusel_StringDB_2019
Complex_6702,,"P61009, Q9UHB9, O76094, P18124",Heusel_StringDB_2019
Complex_6703,,"P61011, P04844, P39656, P55010, Q5T653, P52298, P63220, Q9H0W8, P05141, Q04637, P62081, P04843, Q9P015, Q9Y5M8, P55769, P43307, P30153, Q15629, Q92540, P06730, Q9BYD3, Q13347, O75821, Q92900, P63151, Q9UHB9, O60783, P55884, Q9UBQ5, P08240, P09132",Heusel_StringDB_2019
Complex_6704,,"O00567, P62861, P61254",Heusel_StringDB_2019
Complex_6705,,"P62917, P46776, P62753, P62851",Heusel_StringDB_2019
Complex_6706,,"P52298, P32969, Q8NC51, Q9UHB9",Heusel_StringDB_2019
Complex_6707,,"P04844, Q13724, P61619, Q8TCJ2, P39656, P04843, P46977, P61803",Heusel_StringDB_2019
Complex_6708,,"P61006, P62820",Heusel_StringDB_2019
Complex_6709,,"Q9BVG9, P43034, P50148",Heusel_StringDB_2019
Complex_6710,,"Q8WUD6, Q8IY17",Heusel_StringDB_2019
Complex_6711,,"P62826, P06730, P55010",Heusel_StringDB_2019
Complex_6712,,"P62826, P15880",Heusel_StringDB_2019
Complex_6713,,"P28066, P55036, P43686, Q13200, P62191",Heusel_StringDB_2019
Complex_6714,,"P35222, O14777",Heusel_StringDB_2019
Complex_6715,,"Q9NQP4, Q13263",Heusel_StringDB_2019
Complex_6716,,"Q9Y3A3, Q9UHV9, P50991, Q9NRL3, P48643, P11142, P17987, Q99832, P49368, P40227, P50990, Q13033",Heusel_StringDB_2019
Complex_6717,,"Q9BQ48, P82933, Q9NRX2, Q7Z2W9, P09001, Q6P1L8, P49406, Q9NWU5, Q9H9J2, Q96A35, P52815, Q9NQ50, Q9P015, Q8N983, Q8N5N7, Q9BYC8, Q13405, Q9BYD3, Q9H2W6, Q9HD33, Q9Y3B7, Q9P0M9, Q9BYD1, Q8IXM3, Q9BYC9, Q96DV4, Q9NYK5, Q9NX20, Q9BYD2, Q9Y399, Q9BYD6",Heusel_StringDB_2019
Complex_6718,,"P32969, P40429, P46777, P36578, P05388",Heusel_StringDB_2019
Complex_6719,,"Q2NL82, P42766, P62750, P62249",Heusel_StringDB_2019
Complex_6720,,"Q8N983, P62750, P05388, Q9H9J2",Heusel_StringDB_2019
Complex_6721,,"P42766, P62750",Heusel_StringDB_2019
Complex_6722,,"Q15637, P47914, P35268, P62857",Heusel_StringDB_2019
Complex_6723,,"P14868, P47897, P41252",Heusel_StringDB_2019
Complex_6724,,"O60784, Q71SY5",Heusel_StringDB_2019
Complex_6725,,"P55084, P49748",Heusel_StringDB_2019
Complex_6726,,"P24390, P67812, P35606, P49755, Q9BVK6, Q15363",Heusel_StringDB_2019
Complex_6727,,"P49770, P05198",Heusel_StringDB_2019
Complex_6728,,"P20042, Q13144",Heusel_StringDB_2019
Complex_6729,,"Q86YP4, Q09028, Q16576, Q92769, Q13547, O94776, Q9NQE9",Heusel_StringDB_2019
Complex_6730,,"Q99567, Q9BW27, Q9C005, P57740, Q15287, P52298, Q8WUM0, Q8N1F7, P63279, P37198, P84103, Q9NRG9, Q8NFH3, Q92973, P63165, P12270, Q9HAV4, O14980, P35658, Q13547, Q15021, O00410",Heusel_StringDB_2019
Complex_6731,,"Q07021, P62304, Q9HAV4, Q14974, P52292, P62318, O00410",Heusel_StringDB_2019
Complex_6732,,"P49792, Q8NFH3, P57740, Q92621",Heusel_StringDB_2019
Complex_6733,,"Q9UKX7, P35658",Heusel_StringDB_2019
Complex_6734,,"P08754, P98172",Heusel_StringDB_2019
Complex_6735,,"O43396, O60925",Heusel_StringDB_2019
Complex_6736,,"Q9H267, Q13409, Q15907",Heusel_StringDB_2019
Complex_6737,,"P61006, P20339",Heusel_StringDB_2019
Complex_6738,,"Q99570, Q13409",Heusel_StringDB_2019
Complex_6739,,"P35222, Q99570",Heusel_StringDB_2019
Complex_6740,,"P35222, P63167",Heusel_StringDB_2019
Complex_6741,,"P51398, P82932, Q92552, Q9Y3D3, P82914, P82664, P82675, Q9Y399",Heusel_StringDB_2019
Complex_6742,,"Q09028, P06400, Q13547, Q92769",Heusel_StringDB_2019
Complex_6743,,"P50213, P51553","Humap2, Heusel_StringDB_2019"
Complex_6744,,"P43307, P51571",Heusel_StringDB_2019
Complex_6745,,"P62136, Q15545, O00268, Q96ST3, Q15291, P51610, P49848, Q9P0U4, O15294, Q9C005, Q9UBL3, O15047",Heusel_StringDB_2019
Complex_6746,,"P62140, Q9HCK8",Heusel_StringDB_2019
Complex_6747,,"Q9C005, Q8IXM2",Heusel_StringDB_2019
Complex_6748,,"Q13042, Q92793, Q9UJX2, Q9UJX4, Q15370, Q9H9B1, Q9UJX3, P30260, Q13257, Q8NHZ8",Heusel_StringDB_2019
Complex_6749,,"O00487, Q9UNM6, Q14258, P51665, O43242, O00232, P25490, O00231",Heusel_StringDB_2019
Complex_6750,,"Q04206, Q9UNE7, Q13618, P00533, P30260, Q8NHZ8",Heusel_StringDB_2019
Complex_6751,,"P06493, Q15008, Q96GD4, Q9UNE7, Q04206",Heusel_StringDB_2019
Complex_6752,,"Q9UNE7, P61289, Q92530",Heusel_StringDB_2019
Complex_6753,,"Q15796, Q96PU5, Q9UBF6",Heusel_StringDB_2019
Complex_6754,,"P46937, P60900",Heusel_StringDB_2019
Complex_6755,,"P98170, Q92530",Heusel_StringDB_2019
Complex_6756,,"P61289, Q93009",Heusel_StringDB_2019
Complex_6757,,"P31946, Q04917, P63104, P49792, Q14974, P55060, P42224, Q9UKX7, P61981, P62258",Heusel_StringDB_2019
Complex_6758,,"Q9Y6R4, P10599",Heusel_StringDB_2019
Complex_6759,,"Q9NRX2, Q5T653, P09001, Q9NWU5, P49406, Q96A35, P52815, Q9P015, Q9Y2R9, Q9BYC8, Q9BYD3, Q9Y3B7, Q9P0M9, P82675, Q9Y3D5, Q14197, O60783, Q7Z7H8, Q9BYD1, Q9BYC9, P82664, Q9NX20, Q9NVS2, Q9BYD6",Heusel_StringDB_2019
Complex_6760,,"P23396, P62750, P42766, P62829, P62273, P46782, P18621, P46776, P15880, P27635",Heusel_StringDB_2019
Complex_6761,,"O14787, Q92973, P57740, Q8WUM0, Q99567, O14980, Q9BW27, P49792, Q8NFH3, Q14974, Q8N1F7, P55735, O00410, P37198, P49790",Heusel_StringDB_2019
Complex_6762,,"O14787, Q92973, P12270, Q99567, O14980, Q9BW27, Q8NFH3, Q8N1F7, P37198",Heusel_StringDB_2019
Complex_6763,,"P57740, Q9BW27, P49792, Q8NFH3, P55735",Heusel_StringDB_2019
Complex_6764,,"Q12769, P49790",Heusel_StringDB_2019
Complex_6765,,"P53041, P08238, P07900",Heusel_StringDB_2019
Complex_6766,,"P55809, P36957",Heusel_StringDB_2019
Complex_6767,,"O14579, O14653, Q92538, P53621, P35606, Q9Y678, P39656, P61923, P53618, P48444",Heusel_StringDB_2019
Complex_6768,,"P08754, P62879",Heusel_StringDB_2019
Complex_6769,,"P19022, P08754",Heusel_StringDB_2019
Complex_6770,,"Q9HAV0, P63000",Heusel_StringDB_2019
Complex_6771,,"P62312, Q9BQA1",Heusel_StringDB_2019
Complex_6772,,"P62312, P62314",Heusel_StringDB_2019
Complex_6773,,"P41250, P54136",Heusel_StringDB_2019
Complex_6774,,"O43592, Q5T160",Heusel_StringDB_2019
Complex_6775,,"P11142, P07900, Q9NZL4, P06493, P31689, P46379, P08238, P54652, Q9NYB0, P63279, O60884, Q15554, P20700",Heusel_StringDB_2019
Complex_6776,,"P08238, P06493, Q8N3U4, P07900",Heusel_StringDB_2019
Complex_6777,,"P62195, O00487, P55036, P35998, Q13200, P17980",Heusel_StringDB_2019
Complex_6778,,"Q96C36, P27708",Heusel_StringDB_2019
Complex_6779,,"P46459, O15400, Q8WVM8, O43752, Q86Y82, Q9NUP1, P11142, O14653, O60499, P78537, Q9BV40, Q9P2W9, Q9UNK0, O14662, Q10567, P54920, Q12846",Heusel_StringDB_2019
Complex_6780,,"O15400, P51809, O43752, Q86Y82, Q9NUP1, P78537, Q96EV8, Q6QNY0, O14662, Q12846",Heusel_StringDB_2019
Complex_6781,,"P62826, O14980, Q9H3U1, P55060",Heusel_StringDB_2019
Complex_6782,,"Q9BQE4, Q92905, Q9Y263, P11142, Q9BUN8, Q96CS3, Q14139, P55072, Q9UKV5, Q92575, Q13438, P27824",Heusel_StringDB_2019
Complex_6783,,"P11142, Q8NHG7, Q13148, Q9UBV2, P27824",Heusel_StringDB_2019
Complex_6784,,"P68104, Q96CS3, Q9BUN8",Heusel_StringDB_2019
Complex_6785,,"Q9BQE4, Q86TM6",Heusel_StringDB_2019
Complex_6786,,"Q15185, Q9UBV2",Heusel_StringDB_2019
Complex_6787,,"Q92905, Q15185",Heusel_StringDB_2019
Complex_6788,,"O75533, Q13435, Q15459, P09661, Q9Y3B4, O43719, Q15393, Q12874",Heusel_StringDB_2019
Complex_6789,,"Q12874, Q9UMS4, Q15459, Q6P2Q9, Q15428, Q13435",Heusel_StringDB_2019
Complex_6790,,"Q6P2Q9, Q9HCS7, Q9BZJ0, O94906",Heusel_StringDB_2019
Complex_6791,,"Q96DI7, P62314, P62316, O94906",Heusel_StringDB_2019
Complex_6792,,"Q9UMS4, O75934",Heusel_StringDB_2019
Complex_6793,,"P55786, O75832",Heusel_StringDB_2019
Complex_6794,,"Q8N4H5, Q92905, P62072, O96008, O94826, Q96B49, Q9NS69",Heusel_StringDB_2019
Complex_6795,,"P49792, P63165, P46060, P63279",Heusel_StringDB_2019
Complex_6796,,"Q9NSD9, P23381",Heusel_StringDB_2019
Complex_6797,,"P63165, P62258, Q09028, Q16576, P31946, Q04917, O14980, P63104, P46060, P63279, Q96ST3, P62826, P61981, P37198, P49790",Heusel_StringDB_2019
Complex_6798,,"Q09028, Q16576, P46060, P63279, P49790",Heusel_StringDB_2019
Complex_6799,,"P49792, Q8TEM1, P35658, Q96ST3",Heusel_StringDB_2019
Complex_6800,,"P35658, P37198",Heusel_StringDB_2019
Complex_6801,,"O14980, P63165",Heusel_StringDB_2019
Complex_6802,,"P62888, P56537, P62899, P36578, Q8TDD1, Q9NVU7, P62750, Q9BVP2, Q02543, Q9BZE4, P62753, P26373, Q9BYG3, Q9Y221, P62829, P32969, P39023, Q13823, Q96GQ7, P18621, Q15397, Q9UKD2, P46087, P61513, Q8WTT2, Q02878, P18124, P46777, P62244",Heusel_StringDB_2019
Complex_6803,,"P62750, Q9BZE4, P62753, P62899, P18621, P62244",Heusel_StringDB_2019
Complex_6804,,"P46782, P62899",Heusel_StringDB_2019
Complex_6805,,"P09669, Q9P0J0, O75306, P03915, O00217, Q9Y375, Q86Y39, Q16718, Q9Y6M9, O95298, P10606, Q96IX5, O00483, O96000, O95169, Q9UDW1, Q9NX14, O75251, P03905, P18859, O43676, O75489, O14949",Heusel_StringDB_2019
Complex_6806,,"P51809, O43752, Q86Y82, Q9BV40, Q9UNK0, Q9UEU0, Q13277, O14662, O95721, Q12846",Heusel_StringDB_2019
Complex_6807,,"Q9BQA1, Q5SRE5, Q9BW27, P62314, P57740, Q8WUM0, P52298, Q8N1F7, Q7Z3B4, Q9UKX7, P37198, Q09161, Q92621, Q8NFH3, P17931, Q92769, O14980, Q8NFH5, Q9NRG9, P49790",Heusel_StringDB_2019
Complex_6808,,"Q9UPY3, Q9UHI6, P12270, O14893, Q16637, Q9Y3F4, P57678, Q9H840, P62318, Q9NWZ8, Q8WXD5",Heusel_StringDB_2019
Complex_6809,,"Q09161, P57740, Q99567, Q8TEM1, P49792, P06730, Q8NFH3, P35658, Q96ST3, P62306",Heusel_StringDB_2019
Complex_6810,,"P62316, Q12769, P62306, Q9UKX7, P62314, P49790",Heusel_StringDB_2019
Complex_6811,,"Q9BQA1, O14744, Q7Z3B4, Q9NWZ8, Q9UKX7, P37198",Heusel_StringDB_2019
Complex_6812,,"Q9BW27, P17931",Heusel_StringDB_2019
Complex_6813,,"O00401, Q92558",Heusel_StringDB_2019
Complex_6814,,"Q9Y3U8, P51571, P48556, P62888, P55036, Q9UNM6, P39656, P28074, Q99460, P05386, Q13200, P17980, P62195, O00487, P28066, P67812, P35998, P18077, O43242, P25789, P61009, P20618, P62191, O00231, P62829, P61313, P49721, P60900, P43307, O43681, P43686, Q15008, P42677, Q15629, P50914, O00232, P05387, O14818, P28070, Q07020, Q9BY50, P08240, P28072, Q15005, Q99436, P25788, P46777, P25786",Heusel_StringDB_2019
Complex_6815,,"P35268, P47914, P25398, P62857",Heusel_StringDB_2019
Complex_6816,,"P61009, P60468",Heusel_StringDB_2019
Complex_6817,,"P05386, O75832",Heusel_StringDB_2019
Complex_6818,,"P62913, P51665",Heusel_StringDB_2019
Complex_6819,,"P05387, P55010, Q9UBQ5",Heusel_StringDB_2019
Complex_6820,,"P61011, P51571, P04844, O76094, P39656, P62195, O00487, Q06323, P67812, P62081, P61009, P04843, O43765, Q9Y5M8, Q9UGP8, O43681, P43307, Q15629, Q99442, P60468, Q9UHB9, P61619, P08240",Heusel_StringDB_2019
Complex_6821,,"O43681, P46783, P42677",Heusel_StringDB_2019
Complex_6822,,"Q09161, P50991, P62136, P48643, Q9NY27, P78371, Q04206, Q13136, P78318, P60510, P17987, Q99832, P49368, P40227, P50990",Heusel_StringDB_2019
Complex_6823,,"P50991, P63151, P78371, P30154, P30153, P17987, Q6UXN9, Q99832, P49368, P40227, P50990",Heusel_StringDB_2019
Complex_6824,,"P62140, Q8TF05, Q16204, O14974",Heusel_StringDB_2019
Complex_6825,,"P16298, O14974",Heusel_StringDB_2019
Complex_6826,,"P62140, P48643",Heusel_StringDB_2019
Complex_6827,,"P60604, P63165, Q86TM6, Q8N766, Q5J8M3, Q9UKV5",Heusel_StringDB_2019
Complex_6828,,"Q5J8M3, P63165, Q9UKV5",Heusel_StringDB_2019
Complex_6829,,"P05387, Q07020, P61313, P62888, P43686",Heusel_StringDB_2019
Complex_6830,,"P42677, P26599, P11940",Heusel_StringDB_2019
Complex_6831,,"P51809, O43752, Q13190, Q86Y82, Q9BV40, Q13277, Q9H2M9, P61764, O14662, O95721, Q12846",Heusel_StringDB_2019
Complex_6832,,"Q12846, Q9H2M9, O43752, P11142",Heusel_StringDB_2019
Complex_6833,,"O14818, P28070, P62195, O00487, P60900, P55036, Q9UNM6, P35998, Q15008, O43242, P62191, P20618, O00231, P17980",Heusel_StringDB_2019
Complex_6834,,"O14818, P28070, P60900, P25787, P20618",Heusel_StringDB_2019
Complex_6835,,"Q13200, Q99460, P25787",Heusel_StringDB_2019
Complex_6836,,"Q5TA45, Q5JVF3",Heusel_StringDB_2019
Complex_6837,,"P09132, P78527",Heusel_StringDB_2019
Complex_6838,,"Q96ST3, Q16531",Heusel_StringDB_2019
Complex_6839,,"Q92905, Q13547",Heusel_StringDB_2019
Complex_6840,,"O15372, Q13347, O00303, Q99613, Q14152",Heusel_StringDB_2019
Complex_6841,,"O43752, O00161, Q9BV40, O95292, Q15836",Heusel_StringDB_2019
Complex_6842,,"P29692, P04844",Heusel_StringDB_2019
Complex_6843,,"P35222, P67812, Q15005, P61009, Q9Y6A9","Humap2, Heusel_StringDB_2019"
Complex_6844,,"P50991, P48643, P07900, P08238, P17987, Q99832, P49368, P10809, P38646",Heusel_StringDB_2019
Complex_6845,,"P48556, P55036, Q9UNM6, P28074, Q99460, P61586, Q13200, P17980, Q03135, P62195, O00487, P28066, Q9NWU5, O14920, P35998, Q96A35, O43242, P25789, P20618, P62191, O00231, Q9P015, P49721, P60900, P43307, P43686, Q9BUN8, Q15008, Q9BYD3, O00232, O14818, P28070, O15111, P28072, Q99436, P25788, P46777, Q13547, P25786",Heusel_StringDB_2019
Complex_6846,,"P04844, Q9UNM6, P39656, P61803, P27824, O75832, P62195, Q06323, P35998, O43242, P04843, P62191, Q9P015, P19387, Q86TM6, Q9UGP8, P43307, P43686, Q9BUN8, Q99442, P60468, O00232, P28070, P61619, Q8TCJ2, P46977",Heusel_StringDB_2019
Complex_6847,,"P60866, P62750, P42766, P62979, P18621, P62244, P46776, P15880",Heusel_StringDB_2019
Complex_6848,,"O14818, P25786, P28066",Heusel_StringDB_2019
Complex_6849,,"P43307, P18621, P62750",Heusel_StringDB_2019
Complex_6850,,"P46776, P42766",Heusel_StringDB_2019
Complex_6851,,"P15880, O00487",Heusel_StringDB_2019
Complex_6852,,"Q9P015, Q9NWU5",Heusel_StringDB_2019
Complex_6853,,"O14686, Q15545, Q6ZW49, O00268, Q9ULM3, Q15291, P51610, P49848, Q9P0U4, O15294, Q9C005, Q9UBL3, O15047",Heusel_StringDB_2019
Complex_6854,,"Q9Y230, Q9Y265, Q6UXN9, P55060, Q9H3U1, Q9UBL3",Heusel_StringDB_2019
Complex_6855,,"Q9H3U1, Q9C005",Heusel_StringDB_2019
Complex_6856,,"P62826, P46060, Q14974, Q7Z3B4, P52292, P37198, P43487, P49790",Heusel_StringDB_2019
Complex_6857,,"Q8TEM1, Q9BW27, P49792, P35658, P52292",Heusel_StringDB_2019
Complex_6858,,"P37198, Q7Z3B4",Heusel_StringDB_2019
Complex_6859,,"Q07020, O43818, P55769, P78345, P55884, P46781, P22087, Q13347, O75821, P68104, O60841",Heusel_StringDB_2019
Complex_6860,,"P30153, Q9UHB9",Heusel_StringDB_2019
Complex_6861,,"Q9NRX2, O00303, Q5T653, P09001, Q15287, P49406, Q9NWU5, P82932, Q9Y3D3, O15371, P82912, Q99613, Q14152, P62847, Q9P015, Q9Y2R9, Q9BYD3, O15372, Q13347, O75821, P82675, Q9Y3D5, O60783, P55884, P60228, Q9UBQ5, Q9BYD1, P82914, P82664, Q9NX20, Q9NVS2, Q9Y399, Q9BYD6",Heusel_StringDB_2019
Complex_6862,,"P06730, P55884, Q04637",Heusel_StringDB_2019
Complex_6863,,"P61011, P04844, P60842, P82933, Q9NRX2, Q14240, P39656, O00303, P55010, Q5T653, Q15029, P09001, Q9NWU5, P52298, P49411, P82932, P63220, P67812, Q9Y3D3, Q9H0W8, Q96A35, O15371, P05141, Q04637, Q99613, P61009, P04843, P52815, Q14152, P62081, P08865, Q9P015, Q9Y2R9, Q9Y5M8, P19387, P43307, P30153, Q15629, P06730, Q92540, O15372, Q13347, O75821, P60468, Q9P0M9, Q9BYD3, Q92900, P11940, P63151, Q9UHB9, O60783, P55884, P60228, P08240, Q9UBQ5, Q15005, P61619, Q9BYD1, P82664, Q9NX20, Q9NVS2, P09132, Q9BYD6, Q7Z2Z2",Heusel_StringDB_2019
