Protein A,Protein B
Q9NPZ5,Q96EG1
Q9NPZ5,Q9NWS8
Q9NPZ5,Q9BXS4
Q9NPZ5,Q9BQT9
Q9NPZ5,Q9H7F0
Q9NPZ5,P78348
Q9NPZ5,Q9NZV5
A4FU01,E7EVN5
Q969W9,P01834
Q969W9,P46934
Q969W9,Q96PU5
Q969W9,P16298
Q969W9,P48454
Q969W9,P01833
Q969W9,P63098
Q969W9,P02788
Q969W9,Q8IWV8
Q969W9,P11117
Q969W9,O75556
Q969W9,Q9GZZ8
Q969W9,Q8TDL5
Q969W9,P31025
Q969W9,Q96DA0
Q969W9,Q9NP55
Q969W9,P01877
Q969W9,P01876
Q969W9,P00738
Q969W9,Q9UGM3
Q969W9,P01036
Q969W9,Q16378
Q969W9,P01591
Q8WUY3,E7EVN5
Q8WUY3,P01903
Q9H0N0,P54652
Q9H0N0,Q92526
Q9H0N0,P40227
Q9H0N0,P13761
O75494,Q6MZM0
O75494,Q13228
O75494,P08865
O75494,O95147
O75494,Q13247
O75494,Q8TF66
O75494,Q86SJ6
O75494,P06241
Q495A1,Q7L5D6
Q495A1,P27037
Q495A1,Q5SWX8
Q495A1,Q9NUQ7
Q495A1,Q9H6R6
Q495A1,Q8N465
Q495A1,Q8WUM9
Q495A1,P78368
Q495A1,P23468
Q495A1,P10586
Q495A1,P36896
Q495A1,Q08345
O14798,P41440
O14798,P13637
O14798,Q8WUM9
O14798,Q8WUX1
O14798,Q9Y5Y0
O14798,Q6NUQ4
O14798,O14828
O14798,O15126
O14798,Q12913
O14798,Q99808
O14798,P25445
O14798,Q7RTT9
O14798,Q9NVA4
O14798,O14495
O14798,Q86Y82
O14798,Q9Y6C9
O14798,Q6NSJ0
O14798,Q8IVJ1
O14798,Q9NYY8
O14798,Q8IXU6
O14798,O14763
O14798,Q6PIU2
O14798,P21579
O14798,Q9BXS9
O14798,P50443
O14798,Q9NSI2
O14798,P41273
O14798,Q9HBW0
Q9H3S4,P46459
Q8TDB4,P12235
Q8TDB4,P12236
Q8TDB4,Q6P3X3
Q8TDB4,O14981
Q8TDB4,Q8N1S5
Q8TDB4,Q6PGP7
Q8TDB4,Q16891
Q8TDB4,Q86Y07
Q8TDB4,Q5T160
Q8TDB4,P13637
Q8TDB4,P54707
Q8TDB4,Q9H6T0
Q8TDB4,O43502
Q8TDB4,Q9Y6G9
Q8TDB4,Q8IZQ1
Q8TDB4,Q6P9B9
Q8TDB4,Q9Y6D6
Q8TDB4,Q9Y6D5
Q8TDB4,Q7L8L6
Q8TDB4,Q14527
Q8TDB4,Q7Z3U7
Q8TDB4,O75879
Q8TDB4,Q9BXW9
Q8TDB4,Q9GZP9
Q8TDB4,P33121
Q8TDB4,Q14146
Q8TDB4,Q9H583
Q8TDB4,Q9UNF1
Q8TDB4,Q9Y426
Q8TDB4,O94829
Q8TDB4,P57678
Q8TDB4,Q12768
Q8TDB4,Q96CB8
Q8TDB4,Q9NVI1
Q8TDB4,Q9NZ45
Q8TDB4,Q6AI08
Q8TDB4,Q9BYJ9
Q8TDB4,Q13535
Q8TDB4,Q13409
Q8TDB4,P57735
Q8TDB4,Q9BZL6
Q8TDB4,Q5C9Z4
Q8TDB4,Q9UJS0
Q8TDB4,O75746
Q8TDB4,Q9BRQ6
Q8TDB4,Q15070
Q8TDB4,O43301
Q8TDB4,Q9BXW7
Q8TDB4,Q96K37
Q8TDB4,O94808
Q8TDB4,Q92538
Q8TDB4,Q8TAF3
Q8TDB4,P56589
Q8TDB4,A8MPP1
Q8TDB4,Q96F07
Q8TDB4,Q96J84
Q8TDB4,Q9Y619
Q8TDB4,O75419
Q8TDB4,Q9C0D3
Q8TDB4,Q96A33
Q8TDB4,P53701
Q8TDB4,Q6ZNB6
Q8TDB4,Q9UKM7
Q8TDB4,P68366
Q8TDB4,Q71U36
Q8TDB4,Q9BQE3
Q8TDB4,Q9Y512
Q8TDB4,P04350
Q8TDB4,P07437
Q8TDB4,P68371
Q8TDB4,Q13509
Q8TDB4,Q3ZCM7
Q8TDB4,Q9HBR0
Q8TDB4,Q9BSK2
Q8TDB4,Q96ND0
Q8TDB4,Q9NVV4
Q8TDB4,Q9HC21
Q8TDB4,Q9UMR2
Q8TDB4,Q7L5N7
Q8TDB4,Q5UIP0
Q8TDB4,Q02338
Q8TDB4,Q9Y4R8
Q8TDB4,Q9UPN7
Q8TDB4,Q9NW81
Q8TDB4,Q9UIQ6
Q8TDB4,Q96HW7
Q8TDB4,O60318
Q8TDB4,Q8WYP5
Q8TDB4,Q9UQ90
Q8TDB4,Q03169
Q8TDB4,Q6YHU6
Q8TDB4,Q9HCF4
Q8TDB4,Q9NUJ3
Q8TDB4,Q8TBP6
Q8TDB4,Q9NS69
Q8TDB4,Q9NVN8
Q8TDB4,O75431
Q8TDB4,Q53R41
Q8TDB4,Q8N201
Q8TDB4,Q9NSG2
Q8TDB4,P98194
Q8TDB4,Q99570
Q8TDB4,Q96NB2
Q8TDB4,P16260
Q8TDB4,Q8NDA8
Q8TDB4,Q9BRT8
Q8TDB4,Q5H8A4
Q8TDB4,Q6KCM7
Q8TDB4,P56962
Q8TDB4,Q9NPL8
Q8TDB4,Q9UM00
Q8TDB4,Q86XI2
Q8TDB4,Q8IXI2
Q8TDB4,Q8IXI1
Q8TDB4,Q9BTW9
Q8TDB4,P43003
Q8TDB4,O75027
Q8TDB4,O43156
Q8TDB4,O95396
Q8TDB4,Q96SK2
Q8TDB4,Q03518
Q8TDB4,P23458
Q8TDB4,O95674
Q8TDB4,Q9UI12
Q8TDB4,Q8N8R3
Q8TDB4,Q9BZH6
Q8TDB4,Q9UK39
Q8TDB4,Q5VYK3
Q8TDB4,Q15526
Q8TDB4,Q00587
Q8TDB4,Q9BYT3
Q8TDB4,Q9Y3R5
Q8TDB4,Q14683
Q8TDB4,Q9H5Q4
Q8TDB4,Q7Z7L7
Q8TDB4,Q9BWM7
Q8TDB4,Q15800
Q8TDB4,Q6DD88
Q8TDB4,P51617
Q8TDB4,O76024
Q8TDB4,Q969M3
Q8TDB4,Q15477
Q8TDB4,Q96H55
Q8TDB4,P41162
Q8TDB4,Q9H7F0
Q8TDB4,P03915
Q8TDB4,O43933
Q8TDB4,Q8IYU8
Q8TDB4,Q96D53
Q8TDB4,Q6IAN0
Q8TDB4,P30825
Q8TDB4,O15397
Q8TDB4,Q86UL3
Q8TDB4,Q13608
Q8TDB4,Q8WXG6
Q8TDB4,Q96SQ9
Q8TDB4,O75146
Q8TDB4,Q9UJ14
Q8TDB4,P49768
Q8TDB4,Q9HA92
Q8TDB4,Q8N1F8
Q8TDB4,Q9NWW5
Q8TDB4,Q86UT6
O60308,Q5VU13
P23946,Q9NYQ6
P23946,P11021
P23946,O75581
P23946,Q86XX4
P23946,Q13451
P23946,Q92673
P23946,P01130
P23946,P30532
P23946,Q8N2E2
P23946,Q6P9A2
P23946,Q15165
P23946,O14792
P23946,Q9UKP4
P23946,Q15262
P23946,O00462
P23946,Q02487
P23946,Q96F46
P23946,Q9H497
P23946,Q01459
P23946,Q9HCU4
P23946,Q9Y219
P23946,Q9BQT9
Q9NNZ3,P15259
P26436,Q6AZZ1
Q13057,P68133
Q13057,Q8N137
P48060,P68871
P48060,Q9NX76
Q5VU57,P11142
Q5VU57,P17066
Q5VU57,P54652
Q5VU57,P50990
P28068,O14967
P28068,Q9Y2P4
P28068,Q96KC2
P28068,O60488
P28068,P13637
P28068,P27824
P28068,P55011
P28068,Q9H1A3
P28068,Q9HCU5
P28068,Q9NRF8
P28068,P01903
P28068,Q6NUM9
P28068,Q9Y6D6
P28068,Q86Y07
P28068,Q71U36
P28068,O43909
P28068,Q5SWX8
P28068,Q8TC12
P28068,Q9NUQ7
P28068,Q16850
P28068,Q9NP58
P28068,P55061
P28068,Q53R41
P28068,Q9NUI1
P28068,Q8NEN9
P28068,Q6PML9
P28068,Q9Y2T2
P28068,Q9BZC7
P28068,O15533
P28068,P01920
P28068,P36896
P28068,O14966
P28068,Q9Y6I9
P28068,Q5K4L6
P28068,O60906
P28068,P37268
P28068,Q8N8R3
P28068,Q8WUY1
P28068,Q5HYA8
P28068,Q6IAN0
P79483,Q99460
P79483,P0CG47
P79483,Q13217
P79483,P13637
P79483,P30511
P79483,P30450
P79483,P04439
P79483,P11021
P79483,Q5SP12
P79483,B0S7Y6
P79483,P01911
P79483,P01920
P79483,P20039
P79483,P13761
P79483,Q9Y2G8
P79483,Q9NZV5
P79483,O75787
P79483,Q71U36
P79483,Q14849
P79483,Q9NUM4
P79483,A2VDJ0
P79483,Q3ZCM7
P79483,Q6UWB1
P79483,Q9BQT9
P79483,Q8NC42
P79483,O60487
P79483,Q8N2K0
P79483,P78348
P79483,P01130
P79483,Q9Y5Z0
P79483,Q9Y287
P79483,Q30201
P79483,Q13370
P79483,Q9Y5L3
P79483,P98153
P79483,Q92870
P79483,Q5HYA8
P79483,Q5T601
P09067,Q96EB6
F5H4Y9,Q96JH7
Q9Y287,Q9UK28
Q96BI3,Q92543
Q96BI3,Q9H3E2
Q96JB6,P17987
Q96JB6,Q99832
Q96JB6,P50991
Q96JB6,P49368
Q96JB6,O15014
Q96JB6,P08107
Q96JB6,P11142
Q96JB6,P54652
Q96JB6,Q9Y5J1
Q96JB6,Q6ZRV2
Q96JB6,P27708
Q96JB6,Q8TB72
Q96JB6,Q14671
Q96JB6,Q70CQ2
Q96JB6,Q92526
Q96JB6,P40227
Q96JB6,A8CG34
Q96JB6,Q6R327
Q96JB6,Q6ZMP0
Q96JB6,P42694
Q96JB6,P78395
Q96JB6,Q9UL15
Q96JB6,Q9ULD2
Q96JB6,P48643
Q96JB6,Q9UNE7
Q96JB6,Q9BVL4
Q96JB6,Q96DA0
Q96JB6,P68363
Q96JB6,P68366
Q96JB6,Q9BQE3
Q96JB6,Q6PJI9
Q96JB6,P07437
Q96JB6,Q3ZCM7
Q96JB6,Q9C0B7
Q96JB6,P78371
Q96JB6,O95817
Q96JB6,Q969F9
Q96JB6,Q99700
Q96JB6,Q9UDY4
Q96JB6,Q13049
Q96JB6,A7KAX9
Q96JB6,Q96EP0
Q96JB6,Q9NNW5
Q96JB6,Q9BW61
Q96JB6,Q9BWH6
Q96JB6,Q8N122
Q96JB6,Q15468
Q96JB6,Q9Y5Q8
Q96JB6,Q9NP55
Q96JB6,Q15018
Q96JB6,Q14244
Q96JB6,O15379
Q96JB6,Q9UPN9
Q96JB6,Q58WW2
Q96JB6,Q9NXR7
Q96JB6,O94761
Q96JB6,Q8NHV4
Q96JB6,Q8IWZ2
Q96JB6,P01833
Q96JB6,O14628
Q96JB6,Q5W0B1
Q96JB6,Q8NEV8
Q96JB6,P01876
Q96JB6,Q96AX9
Q96JB6,Q8N398
Q96JB6,Q8TEP8
Q96JB6,O94927
Q96JB6,Q96RT7
Q96JB6,Q12774
Q96JB6,Q9HBG6
Q96JB6,Q9Y6J9
Q96JB6,Q9H4B6
Q96JB6,Q5QP82
Q5VZV1,P53675
Q5VZV1,O14874
Q9NXJ0,P27105
Q9NXJ0,Q93050
Q9NXJ0,Q9Y487
Q9NXJ0,Q96S97
Q9NXJ0,Q5T3F8
P55064,P50993
P55064,Q9Y487
P55064,Q93050
O95156,Q9NYQ6
O95156,Q86XX4
O95156,O75197
O95156,P02458
O95156,P11717
O95156,O15240
O95156,Q08174
O95156,Q96CG8
O95156,P07288
O95156,P48723
O95156,Q8IXI1
O95156,Q6UXD5
O95156,Q9HCU4
O95156,P12644
Q8TCT1,Q03154
Q96D21,O75581
Q96D21,B2CI53
Q6ZWI9,A5A3E0
Q6ZWI9,P49448
Q6ZWI9,A6NLU0
Q6ZWI9,Q9NXC5
Q6ZWI9,O14628
Q6ZWI9,Q9C0C7
P61247,P61254
P61247,P36578
P61247,P16989
P61247,P67809
P61247,Q8TEX9
P61247,P62269
P61247,P15880
P61247,P23396
P61247,P05388
P61247,P39023
P61247,Q5JTH9
P61247,Q9GZR2
P61247,Q96GA3
P61247,Q9H7E9
P61247,Q8TD47
P61247,P62701
P61247,Q2NL82
P61247,P60866
P61247,P25398
P61247,P62841
P61247,P08865
P61247,Q9UII4
P61247,Q13823
P61247,Q9NY61
P61247,P46781
P61247,P26373
P61247,P62851
P61247,Q13243
P61247,Q13247
P61247,O95478
P61247,O75569
P61247,P78316
P61247,Q8NEJ9
P61247,Q8WXA9
P61247,P62857
P22090,O43149
P22090,Q8TD47
P22090,Q5T447
P22090,P62841
P22090,Q96GA3
Q2MKA7,Q07021
Q2MKA7,Q9Y3Y2
A2RRF1,P54652
Q8TBG9,O60271
Q8TBG9,Q5TAT6
Q8TBG9,Q9C0E8
Q96SJ8,Q8NAT1
Q96SJ8,P23229
Q96SJ8,Q8WTV0
Q96SJ8,Q13443
Q96SJ8,Q8IUH4
Q96SJ8,Q8NE01
Q96SJ8,Q8TED1
Q96SJ8,Q9P2C4
Q96SJ8,Q8NDZ4
Q96SJ8,Q16585
Q96SJ8,Q8NCH0
Q96SJ8,P37088
Q96SJ8,Q96MM7
Q96SJ8,Q86W74
Q96SJ8,Q12891
UNKNOWN,P30989
UNKNOWN,Q6TDP4
UNKNOWN,O14672
UNKNOWN,Q15005
UNKNOWN,Q96B77
UNKNOWN,D6R9G5
UNKNOWN,Q06136
UNKNOWN,Q9H3E2
UNKNOWN,Q92543
UNKNOWN,Q8IZ07
UNKNOWN,Q96S52
UNKNOWN,Q8N9F0
UNKNOWN,Q9H0U3
UNKNOWN,Q14145
UNKNOWN,P15291
UNKNOWN,Q86VR2
UNKNOWN,P49448
UNKNOWN,Q96G97
UNKNOWN,Q8N0U8
UNKNOWN,Q8WY22
Q6EMB2,P10809
Q6EMB2,P11142
Q6EMB2,P54652
Q6EMB2,Q9NR09
Q6UE05,Q96B96
Q8IVQ6,Q8WW59
Q8IVQ6,Q9BTM9
Q8N966,O75915
Q8N966,Q9UII2
P35613,O14981
P35613,Q92616
P35613,Q5T160
P35613,Q86XI2
P35613,P20020
P35613,P23634
P35613,Q16720
P35613,Q8IZQ1
P35613,Q6P9B9
P35613,Q7L8L6
P35613,Q6PGP7
P35613,Q9BXW9
P35613,Q9Y4R8
P35613,O95470
P35613,Q9Y2V7
P35613,Q9NU22
P35613,Q6AI08
P35613,Q13535
P35613,Q96K37
P35613,Q92538
P35613,P12236
P35613,P05141
P35613,Q9Y6D6
P35613,Q9Y6D5
P35613,Q08AF3
P35613,O15228
P35613,Q96CM8
P35613,O94955
P35613,Q9UI26
P35613,Q6ZNB6
P35613,Q969Z0
P35613,P68366
P35613,Q71U36
P35613,Q6ZNJ1
P35613,P04350
P35613,P68371
P35613,Q13509
P35613,Q3ZCM7
P35613,Q07973
P35613,Q7L5N7
P35613,Q9H936
P35613,Q96JB2
P35613,Q9HCF4
P35613,Q8N1B4
P35613,Q9UQ90
P35613,Q9UID3
P35613,Q03169
P35613,Q05193
P35613,P50570
P35613,O14939
P35613,Q9BTW9
P35613,Q4LE60
P35613,Q53R41
P35613,Q9UG56
P35613,Q2TB90
P35613,Q9NUQ2
P35613,P42345
P35613,Q8TBP6
P35613,Q8N8R3
P35613,Q5VYK3
P35613,Q8N201
P35613,Q9BPY3
P35613,Q9BWM7
P35613,Q5JPH6
P35613,Q9Y5L0
P35613,Q9NUI1
P35613,O14874
P35613,Q15477
P35613,Q9C0E2
P35613,Q9NXK8
P35613,Q96NB2
P35613,Q8TB37
P35613,P10589
P35613,Q9H0U9
P35613,Q8WY22
Q9H0W9,Q96BR5
Q9BU76,P05109
Q9BU76,P49862
Q9BU76,P50452
Q9BU76,P15880
Q9BU76,P42357
Q9BU76,P05388
Q9BU76,Q9NZT1
Q9BU76,A8K2U0
Q9BU76,Q9UQ35
Q9BU76,Q06787
Q9BU76,P22735
Q9BU76,E9PBV3
Q9BU76,Q96QA5
Q9BU76,O60218
Q9BU76,Q8TEL6
Q9BU76,Q8IUR7
Q9BU76,Q9UL63
Q9BU76,Q9BQ50
Q9BU76,Q9UKV3
Q9BU76,Q3L8U1
Q9BU76,P47929
Q9BU76,P13928
Q9BU76,Q9H307
Q9BU76,P27482
Q9BU76,Q15287
Q9BU76,P06702
Q9BU76,P48594
Q9BU76,P29508
Q9BU76,Q08188
Q9BU76,Q9H1E1
Q9BU76,Q8WVV4
Q9BU76,P00352
Q9BU76,P29034
Q9BU76,P80188
Q9BU76,P20930
Q9BU76,O75400
Q9BU76,P07476
Q9BU76,P09601
Q9BU76,Q9UI42
Q9BU76,P20339
Q9BU76,P19971
Q9BU76,P67870
Q9BU76,P01861
Q9BU76,P40763
Q9BU76,O60437
Q9BU76,P29144
Q9BU76,P15309
Q9BU76,P31944
Q9BU76,O00204
Q9BU76,Q86SG5
Q9BU76,P31151
Q9BU76,Q15517
Q9BU76,O60911
Q9BU76,P18510
Q9BU76,P16152
Q9BU76,Q92817
Q9BU76,Q9UJ70
Q9BU76,Q6ZNF0
Q9BU76,P61106
Q9BU76,P02792
Q9BU76,P26373
Q9BU76,Q9BQ04
Q9BU76,Q6ZVX7
Q9BU76,Q9UIV8
Q9BU76,O75052
Q9BU76,Q9NVJ2
Q9BU76,Q13247
Q9BU76,P15104
Q9BU76,Q8TAA9
Q9BU76,O75342
Q9BU76,P14384
Q9BU76,O75635
Q9BU76,Q8TE68
Q9BU76,Q5T749
Q9BU76,P30838
Q9BU76,P05120
P30042,P16401
P30042,P11182
P30042,P51178
P30042,O95147
P30042,Q13228
P30042,P48730
P30042,Q8TF66
P30042,P49448
P30042,Q16777
P41217,O43929
P41217,Q15286
P41217,O75676
P41217,Q9NPA0
Q14002,P35052
Q7Z3H0,O94788
Q9H5Z6,P12883
Q8IXK2,Q6R327
Q8IXK2,Q71U36
Q8IXK2,Q5W0B1
Q8IXK2,Q9C0B7
P48507,P17252
P48507,P48506
O75712,Q9UHG3
A2RU54,Q9H008
A2RU54,P22676
P20719,Q8IWZ2
P20719,O75179
P20719,O43678
P20719,Q96EB6
P20719,O75694
P31269,P06241
P31269,Q13228
P31269,Q9UJP4
P31269,Q15654
Q96D96,O14757
Q96D96,Q53H96
Q96D96,Q92844
Q9BWR0,P11021
Q9BWR0,Q96M94
Q9BWR0,O75592
Q9BWR0,Q86XX4
Q9BWR0,O43149
Q9BWR0,Q5H9R7
Q9BWR0,Q92673
Q9BWR0,Q6V1X1
Q9BWR0,Q96IV0
Q9BWR0,O15084
P01583,O95833
Q9UIX4,Q53H96
Q9H008,Q58FG1
Q96FW1,Q9H008
Q96FW1,P51965
Q9BRP0,Q9H008
Q9BRP0,Q4LE60
Q9BRP0,Q92973
Q9BRP0,Q93009
Q9BRP0,Q14687
Q9BRP0,O43149
Q9BRP0,Q5T447
Q9BRP0,Q9UKL0
Q9BRP0,Q9P2K3
Q9BRP0,Q8IWZ2
Q9BRP0,O75179
Q9BRP0,Q8N4N3
Q9BRP0,Q9UI42
Q9BRP0,P67870
Q9BRP0,Q9Y573
Q9BRP0,Q00987
Q9BRP0,P49356
Q9BRP0,Q9P0W2
Q9BRP0,Q8WWI1
Q9BRP0,P68400
A1L170,P06241
Q9BQ51,Q8N1S5
Q9BQ51,Q96E29
Q9BQ51,Q9BYC5
Q9BQ51,Q08174
Q9BQ51,P30450
Q9BQ51,Q9Y287
Q9BQ51,P41273
P48739,Q00169
P48739,Q3SXM5
P48739,P17252
Q8NCC3,Q99832
Q8NCC3,Q92526
Q8NCC3,P40227
Q8NCC3,P17987
Q8NCC3,P78371
Q92530,Q9UHJ6
Q53H96,Q3KP66
Q53H96,Q93008
Q53H96,P62829
Q53H96,Q9UDY4
Q53H96,Q96CX2
Q53H96,Q7KZ85
Q53H96,Q9UPN9
Q53H96,Q6PID8
Q53H96,Q8IYU8
Q53H96,Q16204
Q53H96,Q53HC5
Q53H96,Q8N0Z8
Q53H96,Q99418
Q53H96,Q15438
Q53H96,Q9BTE6
Q14493,Q9H008
Q14493,Q709F0
Q14493,Q96A44
Q96A44,Q15370
Q96A44,P08240
Q96A44,O14981
Q96A44,Q9H008
Q96A44,Q53FZ2
Q96A44,P29323
Q96A44,Q14146
Q96A44,Q99614
Q96A44,Q14671
Q96A44,Q8TB72
Q96A44,Q9NVI1
Q96A44,Q08174
Q96A44,Q9P2B2
Q96A44,Q9NZJ4
Q96A44,Q6UXM1
Q96A44,O94898
Q96A44,O75582
Q96A44,Q9H7D0
Q96A44,Q13620
Q96A44,P21926
Q96A44,Q9Y5M8
Q96A44,Q9UKT4
Q96A44,O43164
Q96A44,O95376
Q96A44,O15013
Q96A44,Q4ZIN3
Q96A44,Q96DE5
Q96A44,Q9BW61
Q96A44,Q86VP1
Q96A44,Q99570
Q96A44,Q96NB2
Q96A44,Q9H9B4
Q96A44,P20393
Q96A44,Q14185
Q96A44,Q9C0C7
Q96A44,Q92609
Q96A44,Q9Y512
Q96A44,Q96GF1
Q96A44,Q96JA1
Q96A44,Q9HCU4
Q13243,Q9UNX3
Q13243,Q9Y221
Q13243,P62736
Q13243,P36578
Q13243,Q9H9Y2
Q13243,Q6PK04
Q13243,Q9NW13
Q13243,Q9GZR7
Q13243,P15880
Q13243,Q8IY81
Q13243,Q13523
Q13243,Q9BQ39
Q13243,P05388
Q13243,P39023
Q13243,Q9Y5J1
Q13243,O14556
Q13243,Q9UQ35
Q13243,Q9NUL3
Q13243,P18583
Q13243,O95478
Q13243,Q7L2E3
Q13243,Q49A26
Q13243,Q9BXY0
Q13243,Q03701
Q13243,Q96GQ7
Q13243,B4DLA9
Q13243,Q8IUX4
Q13243,O60832
Q13243,B4DV38
Q13243,Q69YQ0
Q13243,Q8IYB3
Q13243,O15226
Q13243,Q9NWT1
Q13243,Q9BZE4
Q13243,Q9Y388
Q13243,Q14692
Q13243,Q9NZM5
Q13243,Q659C4
Q13243,O96028
Q13243,P62841
Q13243,Q8TDD1
Q13243,Q16206
Q13243,Q13206
Q13243,P42696
Q13243,P08865
Q13243,Q15397
Q13243,O15042
Q13243,O43159
Q13243,Q8WTT2
Q13243,Q13823
Q13243,Q9H8H2
Q13243,Q9NX58
Q13243,Q6RFH5
Q13243,P78362
Q13243,Q96ME7
Q13243,Q92614
Q13243,Q86VM9
Q13243,Q9H7B2
Q13243,P26373
Q13243,Q08170
Q13243,Q13247
Q13243,Q9Y3T9
Q13243,A4D1E9
Q13243,Q96PZ2
Q13243,Q8IY37
Q13243,P49711
Q13243,O15479
Q13243,Q8IWX8
Q13243,Q9NQ55
Q13243,Q9BRD0
Q13243,Q8N8A6
Q13243,Q9H2U1
Q13243,O75494
Q13243,O75569
P08217,P08218
P08217,Q9H3F6
P08217,Q92783
Q8NA92,Q13740
Q8NA92,Q9NUQ9
Q8NA92,P61106
Q8NA92,Q9HD23
Q8NA92,Q3LXA3
Q8NA92,Q9H2D6
Q8NA92,Q9UII2
Q8N806,P50151
P47985,P31327
P47985,Q9BQ52
P47985,O15091
P47985,Q8TB37
P47985,Q9Y375
P47985,Q9BUB7
P47985,Q6DKK2
P47985,P43155
P47985,O95900
P47985,Q15031
P47985,Q96RQ3
P47985,Q9NVH6
P47985,P49590
P47985,Q9BXW7
P47985,Q07973
P47985,P46199
P47985,Q96I59
P47985,Q16740
P47985,Q96SZ6
P47985,Q9H9P8
P47985,P05165
P47985,Q96CM8
P47985,P14406
P47985,Q4G176
P47985,Q9Y606
P47985,O75879
P47985,Q9BW92
P47985,O14561
P47985,Q5U5X0
P47985,Q6PI48
P47985,Q8NFV4
P47985,P22830
P47985,Q6P087
P47985,Q7L592
P47985,Q9NTG7
P47985,Q96DC8
P47985,P12694
P47985,O14874
P47985,P50336
P47985,Q5JPH6
P47985,Q9HBH1
P47985,Q8N4T8
P47985,Q0VGL1
P47985,P54098
Q8N567,P27105
Q8N567,P07947
Q8N567,Q53H96
Q8N567,Q14254
Q96K30,O95684
P08861,F6XY72
P08861,Q58FG1
P08861,Q8IWV8
P08861,P09093
P08861,P02042
P08861,Q99988
P02708,Q8NBM4
P02708,Q6PCB7
P02708,Q6P1M0
P02708,Q03001
P02708,Q9Y4P3
P02708,A0FGR8
P02708,Q6NUM9
P02708,Q92538
P02708,Q86TM6
P02708,Q9Y2G8
P02708,O14975
P02708,Q9HCU5
P02708,Q14139
P02708,O43909
P02708,Q03519
P02708,Q8TED1
P02708,Q86SQ4
P02708,Q9H6R6
P02708,O60353
P02708,Q03518
P02708,Q9Y397
P02708,Q9Y2U8
P02708,Q8NBJ4
P02708,Q8TC12
P02708,Q8NEW0
P02708,Q3MIP1
P02708,P39880
P02708,Q5T3F8
P02708,Q8NDZ4
P02708,Q5SNT2
P02708,Q8IXK2
P02708,Q86SK9
P02708,P37088
P02708,Q9HBR0
P02708,Q9UBU6
Q9H2A7,Q9HD20
Q9H2A7,P68133
Q9H2A7,Q9HAV4
Q9H2A7,O00443
Q9H2A7,Q8IXK2
A0PJE2,Q6MZM0
A0PJE2,P33764
A0PJE2,P27482
A0PJE2,P51178
A0PJE2,Q5VU13
A0PJE2,Q9Y3R4
A0PJE2,Q5JW98
A0PJE2,Q86SJ6
A0PJE2,Q8TF66
Q6P2I7,Q14344
Q6P2I7,O76038
Q9UHF1,Q5T4S7
Q9UHF1,Q6ZT12
Q9UHF1,P11021
Q9UHF1,O75116
Q9UHF1,Q9P0J7
Q9UHF1,P40337
Q9HB03,P68133
Q9HB03,P04114
Q9HB03,Q9H7F0
Q9HB03,P27105
Q8TDX5,Q92526
P25942,Q7RTS9
P25942,Q12933
P25942,Q9NX76
P25942,O75146
P25942,Q6ZNJ1
P25942,Q9BVC4
P25942,Q8N1S5
P25942,Q13144
P25942,Q6YHU6
P25942,Q92616
P25942,Q9Y2V7
P25942,P83436
P25942,Q9H9E3
P25942,Q93084
P25942,Q96QU8
P25942,Q9HD20
P25942,O43929
P25942,Q9HAV4
P25942,Q12769
P25942,Q4LE60
P25942,Q92973
P25942,Q9BXW9
P25942,Q96MW5
P25942,P40855
P25942,Q96ER3
P25942,O43156
P25942,Q9H583
P25942,P57678
P25942,Q9UP83
P25942,Q14746
P25942,P55060
P25942,Q9C0E2
P25942,Q13535
P25942,Q14232
P25942,Q8WTW3
P25942,Q9UI10
P25942,Q9UPT5
P25942,Q92538
P25942,Q7Z3U7
P25942,Q9BW27
P25942,Q9UBB4
P25942,Q86Y56
P25942,P42345
P25942,Q96JB2
P25942,Q9UBB6
P25942,P52948
P25942,Q9H6H4
P25942,Q8TCG1
P25942,Q8N8J7
P25942,Q9H0H0
P25942,Q9Y5L0
P25942,Q9HCF4
P25942,P49770
P25942,O15397
P25942,Q15058
P25942,Q16637
P25942,O00471
P25942,Q86V85
P25942,Q9UI26
Q8IZL9,P11142
Q8IZL9,P17066
Q8IZL9,P54652
Q8IZL9,P07947
Q8IZL9,Q9NRF8
Q8IZL9,Q8N122
Q8IZL9,Q7L7V1
Q8IZL9,Q9BUR4
Q8IZL9,Q9H6T0
Q8IZL9,Q709C8
Q8IZL9,Q9NNW5
Q8IZL9,Q9UL15
Q8IZL9,Q9UQ49
Q8IZL9,Q6ZNB6
Q8IZL9,P68366
Q8IZL9,Q71U36
Q8IZL9,Q9BQE3
Q8IZL9,Q3B7T1
Q8IZL9,Q9NVW2
Q8IZL9,Q9NUJ3
Q8IZL9,P07437
Q8IZL9,Q13509
Q8IZL9,Q8WXG6
Q8IZL9,Q9UBL6
Q8IZL9,Q14318
Q8IZL9,Q9Y2Z2
Q8IZL9,Q9C0B7
Q8IZL9,Q9BRT8
Q8IZL9,Q5JTY5
Q8IZL9,P43353
Q8IZL9,O75676
Q8IZL9,P86790
Q8IZL9,P49643
Q8IZL9,Q96RG2
Q8IZL9,Q9UPZ3
Q8IZL9,Q00587
Q8IZL9,Q8N1F8
Q8IZL9,Q8NHV4
Q8IZL9,Q92878
Q8IZL9,P46734
Q8IZL9,Q6PJ69
Q8IZL9,Q969U6
